Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0008140	Mcavernosa20392-RA, Mcavernosa20393-RA	plut2.m8.1373.m1
OG0008141	Mcavernosa27961-RA	plut2.m8.11831.m1
OG0008142	Mcavernosa27964-RA	plut2.m8.11833.m1
OG0008143	Mcavernosa21715-RA	plut2.m8.13173.m1
OG0008144	Mcavernosa20765-RA	jamg1.model.Sc0000259.39
OG0008145	Mcavernosa14089-RA	plut2.m8.27513.m1
OG0008146	Mcavernosa11867-RA	plut2.m8.29501.m1
OG0008147	Mcavernosa11862-RA	plut2.m8.29499.m1
OG0008148	Mcavernosa32482-RA	plut2.m8.11865.m1
OG0008150	Mcavernosa25478-RA	plut2.m8.31294.m1
OG0008151	Mcavernosa25479-RA	plut2.m8.31295.m1
OG0008152	Mcavernosa00782-RA	plut2.m8.21193.m1
OG0008153	Mcavernosa18507-RA	plut2.m8.2722.m1
OG0008154	Mcavernosa18505-RA	jamg1.model.Sc0000022.42
OG0008155	Mcavernosa18484-RA	plut2.m8.2710.m1
OG0008156	Mcavernosa18493-RA, Mcavernosa18490-RA	plut2.m8.2715.m1
OG0008157	Mcavernosa18498-RA, Mcavernosa18500-RA	plut2.m8.2723.m1
OG0008158	Mcavernosa18496-RA, Mcavernosa18495-RA	plut2.m8.2714.m1
OG0008159	Mcavernosa18494-RA	plut2.m8.2712.m1
OG0008160	Mcavernosa18497-RA	plut2.m8.2718.m1
OG0008161	Mcavernosa20779-RA	plut2.m8.15964.m1
OG0008163	Mcavernosa19701-RA	plut2.m8.14414.m1
OG0008164	Mcavernosa04887-RA, Mcavernosa04886-RA	plut2.m8.11379.m1
OG0008165	Mcavernosa04885-RA	plut2.m8.11382.m1
OG0008166	Mcavernosa04873-RA	plut2.m8.11375.m1
OG0008167	Mcavernosa32215-RA	plut2.m8.27561.m1
OG0008168	Mcavernosa11949-RA	plut2.m8.23284.m1
OG0008169	Mcavernosa10367-RA	plut2.m8.11343.m1
OG0008170	Mcavernosa18759-RA	plut2.m8.9102.m1
OG0008171	Mcavernosa01757-RA	plut2.m8.4448.m1
OG0008172	Mcavernosa20020-RA, Mcavernosa20021-RA	plut2.m8.590.m1
OG0008173	Mcavernosa07232-RA	plut2.m8.19876.m1
OG0008174	Mcavernosa31208-RA	plut2.m8.12741.m1
OG0008175	Mcavernosa31207-RA	plut2.m8.12732.m1
OG0008176	Mcavernosa31447-RA	plut2.m8.24614.m1
OG0008177	Mcavernosa16020-RA	plut2.m8.2822.m1
OG0008178	Mcavernosa10121-RA, Mcavernosa08939-RA	plut2.m8.2814.m1
OG0008179	Mcavernosa16023-RA	plut2.m8.2820.m1
OG0008180	Mcavernosa29770-RA	plut2.m8.2795.m1, plut2.m8.2790.m1
OG0008181	Mcavernosa29771-RA	plut2.m8.2796.m1
OG0008182	Mcavernosa29775-RA	plut2.m8.2797.m1
OG0008183	Mcavernosa31705-RA	plut2.m8.2775.m1
OG0008184	Mcavernosa31717-RA	plut2.m8.2785.m1
OG0008186	Mcavernosa08932-RA	plut2.m8.2818.m1, plut2.m8.12160.m1
OG0008187	Mcavernosa08938-RA, Mcavernosa08936-RA	plut2.m8.2819.m1
OG0008191	Mcavernosa19378-RA	jamg1.model.Sc0000297.7
OG0008192	Mcavernosa25090-RA	plut2.m8.27314.m1
OG0008193	Mcavernosa14066-RA	plut2.m8.2928.m1
OG0008194	Mcavernosa15534-RA	plut2.m8.28331.m1
OG0008195	Mcavernosa15528-RA	plut2.m8.28332.m1
OG0008196	Mcavernosa21577-RA	plut2.m8.18755.m1
OG0008197	Mcavernosa26200-RA, Mcavernosa21594-RA	plut2.m8.18745.m1
OG0008198	Mcavernosa12659-RA	plut2.m8.18744.m1
OG0008199	Mcavernosa15541-RA	plut2.m8.18769.m1
OG0008200	Mcavernosa09909-RA	plut2.m8.3498.m1
OG0008201	Mcavernosa12788-RA	plut2.m8.20604.m1
OG0008202	Mcavernosa07070-RA	plut2.m8.14309.m1
OG0008203	Mcavernosa02053-RA	plut2.m8.23228.m1
OG0008205	Mcavernosa30247-RA, Mcavernosa30249-RA	plut2.m8.19732.m1
OG0008207	Mcavernosa23908-RA	plut2.m8.19733.m1
OG0008208	Mcavernosa09665-RA	plut2.m8.16186.m1
OG0008209	Mcavernosa00191-RA	plut2.m8.32326.m1
OG0008210	Mcavernosa04891-RA	plut2.m8.11383.m1
OG0008211	Mcavernosa11044-RA	plut2.m8.25867.m1
OG0008212	Mcavernosa17659-RA	jamg1.model.Sc0000019.12
OG0008213	Mcavernosa01068-RA, Mcavernosa01067-RA	jamg1.model.Sc0000157.41
OG0008214	Mcavernosa16546-RA	plut2.m8.10489.m1
OG0008215	Mcavernosa04993-RA	plut2.m8.6904.m1
OG0008216	Mcavernosa10907-RA	plut2.m8.3423.m1
OG0008217	Mcavernosa18812-RA	plut2.m8.3430.m1
OG0008218	Mcavernosa04994-RA	plut2.m8.6898.m1
OG0008219	Mcavernosa05006-RA, Mcavernosa05003-RA	plut2.m8.6894.m1
OG0008221	Mcavernosa09630-RA	plut2.m8.19500.m1
OG0008222	Mcavernosa05783-RA, Mcavernosa05785-RA	plut2.m8.8463.m1
OG0008223	Mcavernosa26727-RA	plut2.m8.4138.m1
OG0008224	Mcavernosa14809-RA	plut2.m8.14686.m1
OG0008225	Mcavernosa14829-RA	plut2.m8.12561.m1
OG0008227	Mcavernosa13761-RA	plut2.m8.6974.m1
OG0008228	Mcavernosa13763-RA	plut2.m8.6988.m1
OG0008229	Mcavernosa28760-RA, Mcavernosa28761-RA	plut2.m8.3832.m1
OG0008230	Mcavernosa28753-RA	plut2.m8.3834.m1
OG0008231	Mcavernosa28763-RA, Mcavernosa28766-RA	plut2.m8.30070.m1
OG0008232	Mcavernosa10835-RA	plut2.m8.20796.m1
OG0008233	Mcavernosa10839-RA	plut2.m8.20795.m1
OG0008234	Mcavernosa17509-RA	plut2.m8.2465.m1
OG0008235	Mcavernosa04125-RA	plut2.m8.532.m1
OG0008236	Mcavernosa17948-RA	plut2.m8.3517.m1
OG0008237	Mcavernosa04136-RA	plut2.m8.524.m1
OG0008238	Mcavernosa02862-RA	plut2.m8.15246.m1
OG0008239	Mcavernosa02867-RA	plut2.m8.15248.m1
OG0008240	Mcavernosa02869-RA	plut2.m8.15247.m1
OG0008241	Mcavernosa02868-RA	plut2.m8.15239.m1
OG0008242	Mcavernosa15611-RA	plut2.m8.24083.m1
OG0008243	Mcavernosa17981-RA	plut2.m8.17139.m1
OG0008244	Mcavernosa01692-RA	plut2.m8.23389.m1
OG0008245	Mcavernosa01694-RA	plut2.m8.23382.m1
OG0008246	Mcavernosa01674-RA	plut2.m8.29635.m1
OG0008247	Mcavernosa33772-RA, Mcavernosa01679-RA	plut2.m8.29629.m1
OG0008248	Mcavernosa06020-RA	jamg1.model.Sc0000299.36
OG0008249	Mcavernosa06021-RA	plut2.m8.18335.m1
OG0008250	Mcavernosa23602-RA	plut2.m8.1133.m1
OG0008252	Mcavernosa05124-RA	plut2.m8.3215.m1
OG0008253	Mcavernosa17346-RA	plut2.m8.19677.m1
OG0008254	Mcavernosa17352-RA, Mcavernosa17353-RA	plut2.m8.19679.m1
OG0008255	Mcavernosa31981-RA	plut2.m8.3542.m1
OG0008256	Mcavernosa25980-RA, Mcavernosa25551-RA	plut2.m8.19755.m1
OG0008257	Mcavernosa17358-RA	plut2.m8.19667.m1
OG0008259	Mcavernosa15185-RA	plut2.m8.32532.m1
OG0008260	Mcavernosa32279-RA	plut2.m8.28757.m1
OG0008261	Mcavernosa32278-RA	plut2.m8.28761.m1
OG0008263	Mcavernosa04551-RA	plut2.m8.15201.m1
OG0008264	Mcavernosa04550-RA	plut2.m8.15189.m1
OG0008265	Mcavernosa32302-RA	plut2.m8.15184.m1
OG0008266	Mcavernosa31832-RA	plut2.m8.24571.m1, plut2.m8.24573.m1
OG0008267	Mcavernosa06872-RA	plut2.m8.24400.m1
OG0008268	Mcavernosa06881-RA	plut2.m8.24404.m1
OG0008269	Mcavernosa06880-RA	plut2.m8.24406.m1
OG0008270	Mcavernosa06173-RA	plut2.m8.21413.m1
OG0008271	Mcavernosa29913-RA	plut2.m8.24521.m1
OG0008272	Mcavernosa21392-RA	plut2.m8.21409.m1
OG0008273	Mcavernosa11246-RA, Mcavernosa11248-RA	plut2.m8.9514.m1
OG0008274	Mcavernosa30948-RA	plut2.m8.9531.m1
OG0008275	Mcavernosa14617-RA	plut2.m8.8907.m1
OG0008276	Mcavernosa11774-RA	plut2.m8.26479.m1
OG0008277	Mcavernosa11776-RA, Mcavernosa11779-RA	plut2.m8.26467.m1
OG0008278	Mcavernosa03356-RA	plut2.m8.17456.m1
OG0008279	Mcavernosa03377-RA	plut2.m8.17475.m1
OG0008280	Mcavernosa11547-RA	plut2.m8.3060.m1
OG0008281	Mcavernosa11539-RA	plut2.m8.3069.m1
OG0008283	Mcavernosa31228-RA	plut2.m8.7646.m1
OG0008284	Mcavernosa07640-RA, Mcavernosa07641-RA	jamg1.model.Sc0000029.124, jamg1.model.Sc0000029.126
OG0008285	Mcavernosa24161-RA, Mcavernosa28014-RA	plut2.m8.7046.m1
OG0008286	Mcavernosa24164-RA	plut2.m8.7055.m1
OG0008287	Mcavernosa24158-RA	plut2.m8.7042.m1, plut2.m8.31633.m1
OG0008288	Mcavernosa24157-RA	plut2.m8.7036.m1
OG0008290	Mcavernosa01532-RA	plut2.m8.14866.m1
OG0008291	Mcavernosa01534-RA	plut2.m8.14863.m1
OG0008292	Mcavernosa01529-RA	plut2.m8.14876.m1
OG0008293	Mcavernosa01527-RA	plut2.m8.14870.m1
OG0008294	Mcavernosa01519-RA	plut2.m8.14887.m1
OG0008295	Mcavernosa01536-RA	plut2.m8.14867.m1
OG0008296	Mcavernosa17235-RA, Mcavernosa17234-RA	plut2.m8.9249.m1
OG0008297	Mcavernosa18783-RA	plut2.m8.14753.m1
OG0008298	Mcavernosa19676-RA	plut2.m8.29613.m1
OG0008299	Mcavernosa12424-RA	plut2.m8.14441.m1
OG0008300	Mcavernosa12429-RA	plut2.m8.29648.m1
OG0008301	Mcavernosa25582-RA	plut2.m8.3175.m1
OG0008302	Mcavernosa24634-RA	plut2.m8.3301.m1
OG0008303	Mcavernosa24633-RA	plut2.m8.3297.m1
OG0008304	Mcavernosa24629-RA	plut2.m8.5937.m1, plut2.m8.3294.m1
OG0008305	Mcavernosa24628-RA	plut2.m8.3292.m1
OG0008306	Mcavernosa26224-RA, Mcavernosa30350-RA	plut2.m8.26936.m1
OG0008307	Mcavernosa03560-RA	plut2.m8.26935.m1
OG0008308	Mcavernosa05076-RA	plut2.m8.6877.m1
OG0008309	Mcavernosa07362-RA	plut2.m8.13072.m1
OG0008310	Mcavernosa19313-RA	plut2.m8.1946.m1
OG0008311	Mcavernosa01891-RA	plut2.m8.15461.m1
OG0008312	Mcavernosa10109-RA	plut2.m8.5038.m1
OG0008313	Mcavernosa10112-RA	plut2.m8.5041.m1
OG0008314	Mcavernosa10103-RA	plut2.m8.5039.m1
OG0008315	Mcavernosa10105-RA	plut2.m8.5040.m1
OG0008316	Mcavernosa09040-RA	plut2.m8.10394.m1
OG0008317	Mcavernosa17313-RA	plut2.m8.24830.m1
OG0008318	Mcavernosa17305-RA	plut2.m8.24849.m1
OG0008319	Mcavernosa08610-RA	plut2.m8.15495.m1
OG0008320	Mcavernosa32041-RA	plut2.m8.24291.m1
OG0008321	Mcavernosa11659-RA	plut2.m8.4639.m1
OG0008322	Mcavernosa11663-RA	jamg1.model.Sc0000041.33
OG0008323	Mcavernosa11664-RA	plut2.m8.4645.m1, plut2.m8.4649.m1
OG0008324	Mcavernosa29334-RA, Mcavernosa35037-RA	plut2.m8.17024.m1
OG0008327	Mcavernosa19651-RA	plut2.m8.2901.m1
OG0008328	Mcavernosa19649-RA	jamg1.model.Sc0000023.113
OG0008329	Mcavernosa20083-RA	plut2.m8.17027.m1, plut2.m8.17032.m1
OG0008330	Mcavernosa27713-RA, Mcavernosa27711-RA	plut2.m8.17045.m1
OG0008331	Mcavernosa19650-RA	plut2.m8.2898.m1
OG0008332	Mcavernosa04642-RA	plut2.m8.21783.m1
OG0008333	Mcavernosa04636-RA	plut2.m8.21777.m1
OG0008335	Mcavernosa32373-RA	plut2.m8.9240.m1
OG0008336	Mcavernosa25883-RA, Mcavernosa25880-RA	plut2.m8.9234.m1
OG0008337	Mcavernosa32377-RA, Mcavernosa32381-RA	plut2.m8.9241.m1
OG0008338	Mcavernosa32384-RA	plut2.m8.9232.m1
OG0008340	Mcavernosa04169-RA	plut2.m8.10305.m1
OG0008341	Mcavernosa19213-RA	plut2.m8.13875.m1
OG0008342	Mcavernosa21447-RA	plut2.m8.22152.m1
OG0008343	Mcavernosa21449-RA	plut2.m8.22154.m1
OG0008344	Mcavernosa02176-RA	plut2.m8.11943.m1
OG0008345	Mcavernosa15636-RA	plut2.m8.21724.m1
OG0008346	Mcavernosa11608-RA	plut2.m8.22156.m1
OG0008347	Mcavernosa27936-RA	plut2.m8.83.m1, plut2.m8.81.m1
OG0008348	Mcavernosa27923-RA	plut2.m8.87.m1
OG0008349	Mcavernosa27935-RA	plut2.m8.78.m1
OG0008350	Mcavernosa19240-RA, Mcavernosa19241-RA	plut2.m8.72.m1
OG0008352	Mcavernosa26866-RA	plut2.m8.18614.m1
OG0008353	Mcavernosa32931-RA	plut2.m8.25047.m1
OG0008354	Mcavernosa18908-RA	plut2.m8.25317.m1
OG0008357	Mcavernosa23010-RA, Mcavernosa23007-RA	plut2.m8.21706.m1
OG0008358	Mcavernosa23011-RA, Mcavernosa23012-RA	plut2.m8.21714.m1
OG0008359	Mcavernosa06121-RA	plut2.m8.4100.m1
OG0008362	Mcavernosa06926-RA	plut2.m8.15126.m1
OG0008363	Mcavernosa30363-RA, Mcavernosa30365-RA	plut2.m8.23172.m1
OG0008364	Mcavernosa05637-RA, Mcavernosa05630-RA	plut2.m8.10870.m1
OG0008365	Mcavernosa05631-RA, Mcavernosa05635-RA	plut2.m8.10872.m1
OG0008366	Mcavernosa07500-RA	plut2.m8.21361.m1
OG0008368	Mcavernosa10817-RA	plut2.m8.28386.m1
OG0008369	Mcavernosa20685-RA	plut2.m8.5543.m1
OG0008370	Mcavernosa20689-RA	plut2.m8.5600.m1
OG0008371	Mcavernosa23272-RA	plut2.m8.15436.m1
OG0008372	Mcavernosa28516-RA	plut2.m8.24925.m1
OG0008373	Mcavernosa18294-RA	plut2.m8.21515.m1
OG0008375	Mcavernosa28425-RA, Mcavernosa28424-RA	plut2.m8.21519.m1
OG0008376	Mcavernosa28427-RA	plut2.m8.21520.m1
OG0008377	Mcavernosa25281-RA	plut2.m8.851.m1
OG0008379	Mcavernosa08749-RA	plut2.m8.2563.m1, plut2.m8.26406.m1
OG0008380	Mcavernosa08759-RA	plut2.m8.2561.m1
OG0008381	Mcavernosa17952-RA	plut2.m8.3534.m1
OG0008383	Mcavernosa26477-RA	plut2.m8.15890.m1
OG0008384	Mcavernosa26479-RA	plut2.m8.15879.m1
OG0008385	Mcavernosa23433-RA, Mcavernosa33807-RA	plut2.m8.30555.m1
OG0008387	Mcavernosa03886-RA	plut2.m8.22618.m1
OG0008388	Mcavernosa09022-RA, Mcavernosa09023-RA	plut2.m8.17741.m1, plut2.m8.17740.m1
OG0008389	Mcavernosa09024-RA	plut2.m8.17742.m1
OG0008390	Mcavernosa03912-RA	plut2.m8.10349.m1
OG0008391	Mcavernosa21701-RA, Mcavernosa21705-RA	plut2.m8.13182.m1
OG0008392	Mcavernosa10041-RA	plut2.m8.3213.m1
OG0008393	Mcavernosa10037-RA	plut2.m8.3211.m1
OG0008394	Mcavernosa10038-RA	plut2.m8.3217.m1
OG0008395	Mcavernosa14333-RA	plut2.m8.26505.m1
OG0008396	Mcavernosa27540-RA, Mcavernosa29054-RA	plut2.m8.572.m1
OG0008397	Mcavernosa10262-RA	plut2.m8.19176.m1
OG0008398	Mcavernosa03557-RA	plut2.m8.26941.m1
OG0008399	Mcavernosa27428-RA, Mcavernosa30466-RA	plut2.m8.26931.m1
OG0008400	Mcavernosa02268-RA	plut2.m8.18182.m1, plut2.m8.18181.m1
OG0008402	Mcavernosa04897-RA, Mcavernosa04898-RA	plut2.m8.11387.m1
OG0008403	Mcavernosa10915-RA	plut2.m8.9499.m1
OG0008404	Mcavernosa18942-RA, Mcavernosa18940-RA, Mcavernosa33086-RA	plut2.m8.11637.m1
OG0008405	Mcavernosa13059-RA	plut2.m8.2129.m1
OG0008406	Mcavernosa13045-RA	plut2.m8.2119.m1
OG0008407	Mcavernosa15415-RA	plut2.m8.5405.m1
OG0008409	Mcavernosa14388-RA	plut2.m8.6596.m1
OG0008410	Mcavernosa03853-RA	plut2.m8.8403.m1
OG0008411	Mcavernosa03827-RA	plut2.m8.17388.m1
OG0008412	Mcavernosa27228-RA, Mcavernosa03833-RA	plut2.m8.17392.m1
OG0008413	Mcavernosa03826-RA	plut2.m8.17395.m1
OG0008414	Mcavernosa01992-RA	plut2.m8.19549.m1
OG0008415	Mcavernosa00275-RA	jamg1.model.Sc0000355.49
OG0008416	Mcavernosa00276-RA	plut2.m8.19937.m1
OG0008417	Mcavernosa09947-RA	plut2.m8.3380.m1
OG0008418	Mcavernosa06883-RA	plut2.m8.17051.m1
OG0008419	Mcavernosa09542-RA	plut2.m8.28373.m1
OG0008420	Mcavernosa02559-RA	plut2.m8.5296.m1
OG0008421	Mcavernosa02579-RA, Mcavernosa02573-RA	plut2.m8.5312.m1
OG0008422	Mcavernosa02567-RA	plut2.m8.5307.m1, plut2.m8.5305.m1
OG0008423	Mcavernosa35122-RA	plut2.m8.28378.m1
OG0008424	Mcavernosa02562-RA	plut2.m8.5304.m1
OG0008426	Mcavernosa28682-RA	plut2.m8.26884.m1
OG0008427	Mcavernosa32108-RA	plut2.m8.20197.m1
OG0008428	Mcavernosa09100-RA, Mcavernosa09099-RA	plut2.m8.9481.m1
OG0008429	Mcavernosa09390-RA	plut2.m8.25003.m1
OG0008430	Mcavernosa23625-RA	plut2.m8.8175.m1
OG0008431	Mcavernosa23624-RA	plut2.m8.8171.m1
OG0008433	Mcavernosa28572-RA	plut2.m8.14935.m1
OG0008434	Mcavernosa28569-RA	plut2.m8.14923.m1
OG0008435	Mcavernosa28574-RA	plut2.m8.17550.m1
OG0008436	Mcavernosa19644-RA	plut2.m8.9371.m1
OG0008438	Mcavernosa19405-RA	plut2.m8.8114.m1
OG0008439	Mcavernosa31659-RA	plut2.m8.24094.m1
OG0008442	Mcavernosa06504-RA	plut2.m8.11466.m1
OG0008443	Mcavernosa06508-RA	plut2.m8.11469.m1
OG0008444	Mcavernosa10763-RA	plut2.m8.8560.m1
OG0008445	Mcavernosa05923-RA, Mcavernosa05924-RA	plut2.m8.9630.m1
OG0008446	Mcavernosa03900-RA	plut2.m8.22620.m1
OG0008447	Mcavernosa03901-RA	plut2.m8.22621.m1
OG0008448	Mcavernosa11290-RA	plut2.m8.10044.m1
OG0008449	Mcavernosa11282-RA	plut2.m8.10035.m1
OG0008450	Mcavernosa00199-RA	plut2.m8.23035.m1
OG0008451	Mcavernosa30447-RA	plut2.m8.23034.m1
OG0008452	Mcavernosa30446-RA	plut2.m8.23039.m1
OG0008453	Mcavernosa11092-RA	plut2.m8.29319.m1
OG0008454	Mcavernosa00047-RA, Mcavernosa02453-RA	plut2.m8.21982.m1
OG0008455	Mcavernosa02455-RA	plut2.m8.21983.m1
OG0008456	Mcavernosa31660-RA	plut2.m8.24097.m1
OG0008457	Mcavernosa32772-RA, Mcavernosa02437-RA	plut2.m8.21967.m1
OG0008458	Mcavernosa22783-RA, Mcavernosa02432-RA	plut2.m8.21960.m1
OG0008459	Mcavernosa02434-RA	plut2.m8.21974.m1
OG0008460	Mcavernosa20874-RA, Mcavernosa18228-RA	plut2.m8.18987.m1
OG0008461	Mcavernosa18402-RA	plut2.m8.17222.m1
OG0008462	Mcavernosa05695-RA	plut2.m8.20721.m1
OG0008463	Mcavernosa05687-RA	plut2.m8.20715.m1
OG0008464	Mcavernosa06459-RA	plut2.m8.24149.m1
OG0008465	Mcavernosa01372-RA	plut2.m8.7089.m1
OG0008466	Mcavernosa09111-RA	plut2.m8.33.m1
OG0008467	Mcavernosa01882-RA	plut2.m8.3570.m1
OG0008468	Mcavernosa22315-RA	plut2.m8.22223.m1
OG0008469	Mcavernosa09073-RA	plut2.m8.6113.m1
OG0008470	Mcavernosa11346-RA, Mcavernosa11342-RA	plut2.m8.16990.m1
OG0008471	Mcavernosa22688-RA	plut2.m8.33280.m1
OG0008473	Mcavernosa30256-RA	plut2.m8.4725.m1
OG0008474	Mcavernosa31734-RA	plut2.m8.4723.m1
OG0008475	Mcavernosa13181-RA	plut2.m8.18603.m1
OG0008476	Mcavernosa02795-RA	plut2.m8.9743.m1
OG0008477	Mcavernosa02799-RA	plut2.m8.9742.m1
OG0008478	Mcavernosa02791-RA	plut2.m8.9736.m1
OG0008479	Mcavernosa12280-RA	plut2.m8.27738.m1
OG0008480	Mcavernosa10910-RA	plut2.m8.32283.m1
OG0008481	Mcavernosa22427-RA	plut2.m8.32274.m1
OG0008482	Mcavernosa22423-RA	plut2.m8.32275.m1
OG0008483	Mcavernosa00161-RA	plut2.m8.12760.m1
OG0008484	Mcavernosa15855-RA	plut2.m8.21035.m1
OG0008485	Mcavernosa08777-RA	plut2.m8.21017.m1
OG0008486	Mcavernosa29938-RA	plut2.m8.19804.m1
OG0008487	Mcavernosa22238-RA	plut2.m8.6266.m1
OG0008488	Mcavernosa27419-RA	plut2.m8.24213.m1
OG0008489	Mcavernosa27420-RA	plut2.m8.24221.m1
OG0008490	Mcavernosa04832-RA	plut2.m8.3455.m1
OG0008491	Mcavernosa08351-RA	plut2.m8.17886.m1
OG0008492	Mcavernosa08355-RA	plut2.m8.17892.m1
OG0008493	Mcavernosa08352-RA	plut2.m8.17891.m1
OG0008494	Mcavernosa02696-RA	plut2.m8.21245.m1
OG0008495	Mcavernosa14776-RA	plut2.m8.2607.m1, plut2.m8.2605.m1
OG0008496	Mcavernosa14771-RA	plut2.m8.2609.m1
OG0008497	Mcavernosa26354-RA, Mcavernosa26357-RA	plut2.m8.24777.m1
OG0008498	Mcavernosa22964-RA, Mcavernosa22967-RA	plut2.m8.15099.m1
OG0008499	Mcavernosa11446-RA	plut2.m8.19092.m1
OG0008500	Mcavernosa11445-RA	plut2.m8.19098.m1
OG0008501	Mcavernosa19275-RA	plut2.m8.1846.m1
OG0008503	Mcavernosa01120-RA	jamg1.model.Sc0000280.9
OG0008504	Mcavernosa01122-RA	jamg1.model.Sc0000280.4
OG0008507	Mcavernosa05212-RA	plut2.m8.6917.m1
OG0008508	Mcavernosa05712-RA	plut2.m8.3647.m1
OG0008509	Mcavernosa19910-RA	plut2.m8.20486.m1, plut2.m8.20485.m1
OG0008510	Mcavernosa00046-RA	plut2.m8.13955.m1
OG0008511	Mcavernosa18250-RA	plut2.m8.32994.m1
OG0008512	Mcavernosa06355-RA, Mcavernosa06351-RA	plut2.m8.22978.m1
OG0008513	Mcavernosa06350-RA	plut2.m8.22970.m1
OG0008514	Mcavernosa06354-RA, Mcavernosa06356-RA	plut2.m8.22977.m1
OG0008515	Mcavernosa03875-RA	plut2.m8.8370.m1
OG0008516	Mcavernosa20919-RA	plut2.m8.11729.m1
OG0008517	Mcavernosa14342-RA	plut2.m8.8321.m1
OG0008518	Mcavernosa15922-RA	plut2.m8.586.m1
OG0008519	Mcavernosa14299-RA	plut2.m8.4048.m1
OG0008520	Mcavernosa31127-RA	plut2.m8.10365.m1
OG0008522	Mcavernosa27847-RA	plut2.m8.7353.m1
OG0008523	Mcavernosa27848-RA	plut2.m8.7360.m1
OG0008523	Mcavernosa27850-RA	plut2.m8.7362.m1
OG0008524	Mcavernosa18641-RA, Mcavernosa18640-RA	plut2.m8.8651.m1
OG0008526	Mcavernosa11512-RA	plut2.m8.14549.m1
OG0008527	Mcavernosa04042-RA	plut2.m8.1848.m1
OG0008529	Mcavernosa30802-RA	plut2.m8.32507.m1
OG0008530	Mcavernosa01988-RA	plut2.m8.18706.m1
OG0008531	Mcavernosa33318-RA	plut2.m8.18707.m1
OG0008532	Mcavernosa01991-RA	jamg1.model.Sc0000341.18, plut2.m8.19543.m1
OG0008533	Mcavernosa03788-RA, Mcavernosa03789-RA	plut2.m8.7414.m1
OG0008534	Mcavernosa16496-RA	plut2.m8.4029.m1
OG0008535	Mcavernosa16494-RA	plut2.m8.4033.m1
OG0008536	Mcavernosa03777-RA	plut2.m8.20298.m1
OG0008537	Mcavernosa23206-RA	plut2.m8.1934.m1, plut2.m8.1935.m1
OG0008538	Mcavernosa03783-RA	plut2.m8.7409.m1, plut2.m8.1933.m1
OG0008539	Mcavernosa17193-RA	plut2.m8.2627.m1
OG0008540	Mcavernosa17173-RA, Mcavernosa17178-RA	plut2.m8.6454.m1
OG0008541	Mcavernosa17171-RA, Mcavernosa17172-RA	plut2.m8.6456.m1
OG0008542	Mcavernosa19380-RA	plut2.m8.24319.m1
OG0008543	Mcavernosa05735-RA, Mcavernosa05736-RA	plut2.m8.24538.m1
OG0008544	Mcavernosa31525-RA	plut2.m8.19907.m1
OG0008545	Mcavernosa31539-RA	plut2.m8.28312.m1
OG0008546	Mcavernosa06529-RA	plut2.m8.11494.m1
OG0008547	Mcavernosa06524-RA	plut2.m8.11479.m1
OG0008548	Mcavernosa06777-RA	plut2.m8.23053.m1
OG0008549	Mcavernosa10698-RA	plut2.m8.8536.m1
OG0008550	Mcavernosa30741-RA	plut2.m8.19397.m1
OG0008551	Mcavernosa01286-RA	plut2.m8.6865.m1
OG0008553	Mcavernosa19231-RA	plut2.m8.16185.m1
OG0008554	Mcavernosa28457-RA	plut2.m8.6933.m1
OG0008555	Mcavernosa03676-RA	plut2.m8.5674.m1
OG0008556	Mcavernosa04608-RA	plut2.m8.2284.m1
OG0008557	Mcavernosa04605-RA	plut2.m8.2283.m1
OG0008558	Mcavernosa07492-RA	plut2.m8.21368.m1
OG0008559	Mcavernosa01096-RA	plut2.m8.21344.m1
OG0008560	Mcavernosa01097-RA	plut2.m8.13017.m1, plut2.m8.21345.m1
OG0008561	Mcavernosa01095-RA	plut2.m8.13022.m1
OG0008562	Mcavernosa01250-RA	plut2.m8.5609.m1
OG0008564	Mcavernosa18707-RA	plut2.m8.2432.m1, plut2.m8.2427.m1
OG0008565	Mcavernosa03044-RA	plut2.m8.7582.m1
OG0008567	Mcavernosa11209-RA	plut2.m8.9550.m1
OG0008568	Mcavernosa18359-RA	plut2.m8.1960.m1
OG0008570	Mcavernosa19311-RA	plut2.m8.1944.m1
OG0008571	Mcavernosa19312-RA	plut2.m8.1948.m1
OG0008572	Mcavernosa19315-RA, Mcavernosa19314-RA	plut2.m8.1947.m1
OG0008573	Mcavernosa19317-RA	plut2.m8.1952.m1
OG0008574	Mcavernosa19321-RA	plut2.m8.1951.m1
OG0008575	Mcavernosa13319-RA	plut2.m8.25019.m1
OG0008576	Mcavernosa02364-RA	plut2.m8.14144.m1
OG0008577	Mcavernosa25623-RA	plut2.m8.4811.m1
OG0008578	Mcavernosa07769-RA	plut2.m8.10728.m1
OG0008579	Mcavernosa07768-RA	plut2.m8.10729.m1
OG0008580	Mcavernosa07765-RA	plut2.m8.10725.m1
OG0008581	Mcavernosa14004-RA	plut2.m8.18611.m1
OG0008582	Mcavernosa03170-RA, Mcavernosa03172-RA	plut2.m8.8034.m1
OG0008583	Mcavernosa03178-RA	plut2.m8.8027.m1
OG0008584	Mcavernosa03177-RA	plut2.m8.8028.m1
OG0008585	Mcavernosa03166-RA	plut2.m8.8032.m1
OG0008586	Mcavernosa32131-RA	plut2.m8.8038.m1, plut2.m8.8039.m1
