Orthogroup	Acerv_assembly_v1.0.protein	Pocillopora_acuta_HIv1.genes.pep
OG0004992	Acerv_evm.model.Segkk2327_pilon.1, Acerv_evm.model.Segkk1494_pilon.1	Pocillopora_acuta_HIv1_PredGene_g30661.t1, Pocillopora_acuta_HIv1_PredGene_5056_t
OG0004993	Acerv_evm.model.Segkk1495_pilon.1, Acerv_evm.model.Segkk4309_pilon.34	Pocillopora_acuta_HIv1_PredGene_g16225.t1
OG0004994	Acerv_evm.model.Segkk1497_pilon.15, Acerv_evm.model.Segkk1497_pilon.14	Pocillopora_acuta_HIv1_PredGene_g28775.t1
OG0004995	Acerv_evm.model.Segkk1500_pilon.5	Pocillopora_acuta_HIv1_PredGene_g13062.t1, Pocillopora_acuta_HIv1_PredGene_g13062.t2
OG0004996	Acerv_evm.model.Segkk2579_pilon.29, Acerv_evm.model.Segkk1500_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13076.t1
OG0004997	Acerv_evm.model.Segkk1501_pilon.4	Pocillopora_acuta_HIv1_PredGene_g7370.t1, Pocillopora_acuta_HIv1_PredGene_369_t
OG0004998	Acerv_evm.model.Segkk1509_pilon.4	Pocillopora_acuta_HIv1_PredGene_g11239.t1, Pocillopora_acuta_HIv1_PredGene_6083_t
OG0004999	Acerv_evm.model.Segkk1511_pilon.10	Pocillopora_acuta_HIv1_PredGene_g8569.t1, Pocillopora_acuta_HIv1_PredGene_g26074.t1
OG0005000	Acerv_evm.model.Segkk1511_pilon.5	Pocillopora_acuta_HIv1_PredGene_g32051.t1, Pocillopora_acuta_HIv1_PredGene_g32051.t3, Pocillopora_acuta_HIv1_PredGene_g32051.t2
OG0005001	Acerv_evm.model.Segkk1511_pilon.7	Pocillopora_acuta_HIv1_PredGene_g32053.t1, Pocillopora_acuta_HIv1_PredGene_g32053.t2
OG0005002	Acerv_evm.model.Segkk2441_pilon.1, Acerv_evm.model.Segkk1517_pilon.2, Acerv_evm.model.Segkk2441_pilon.3, Acerv_evm.model.Segkk1517_pilon.3	Pocillopora_acuta_HIv1_PredGene_g9084.t1, Pocillopora_acuta_HIv1_PredGene_g9083.t1
OG0005003	Acerv_evm.model.Segkk1535_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5134.t1
OG0005004	Acerv_evm.model.Segkk1535_pilon.4	Pocillopora_acuta_HIv1_PredGene_g5135.t1
OG0005005	Acerv_evm.model.Segkk1546_pilon.3	Pocillopora_acuta_HIv1_PredGene_g20502.t1, Pocillopora_acuta_HIv1_PredGene_g6453.t1
OG0005006	Acerv_evm.model.Segkk1546_pilon.4	Pocillopora_acuta_HIv1_PredGene_g6454.t1, Pocillopora_acuta_HIv1_PredGene_g20499.t1
OG0005007	Acerv_evm.model.Segkk1548_pilon.1, Acerv_evm.model.Segkk3101_pilon.2	Pocillopora_acuta_HIv1_PredGene_g10300.t1
OG0005008	Acerv_evm.model.Segkk1548_pilon.4	Pocillopora_acuta_HIv1_PredGene_g10299.t2, Pocillopora_acuta_HIv1_PredGene_g10299.t1
OG0005010	Acerv_evm.model.Segkk1560_pilon.5	Pocillopora_acuta_HIv1_PredGene_g2727.t1, Pocillopora_acuta_HIv1_PredGene_g2728.t1, Pocillopora_acuta_HIv1_PredGene_g2733.t1
OG0005011	Acerv_evm.model.Segkk1560_pilon.4	Pocillopora_acuta_HIv1_PredGene_g30045.t1, Pocillopora_acuta_HIv1_PredGene_g32561.t1, Pocillopora_acuta_HIv1_PredGene_g2726.t1
OG0005012	Acerv_evm.model.Segkk1561_pilon.1	Pocillopora_acuta_HIv1_PredGene_g6884.t1, Pocillopora_acuta_HIv1_PredGene_g6885.t1, Pocillopora_acuta_HIv1_PredGene_g6886.t1, Pocillopora_acuta_HIv1_PredGene_13033_t
OG0005014	Acerv_evm.model.Segkk1564_pilon.9	Pocillopora_acuta_HIv1_PredGene_g9314.t2, Pocillopora_acuta_HIv1_PredGene_g9314.t1
OG0005015	Acerv_evm.model.Segkk1564_pilon.16	Pocillopora_acuta_HIv1_PredGene_g21140.t1, Pocillopora_acuta_HIv1_PredGene_g9323.t1
OG0005016	Acerv_evm.model.Segkk1564_pilon.12	Pocillopora_acuta_HIv1_PredGene_g9317.t2, Pocillopora_acuta_HIv1_PredGene_g9317.t1
OG0005017	Acerv_evm.model.Segkk1566_pilon.2, Acerv_evm.model.Segkk2490_pilon.2, Acerv_evm.model.Segkk3667_pilon.1	Pocillopora_acuta_HIv1_PredGene_g29486.t1
OG0005018	Acerv_evm.model.Segkk1570_pilon.2	Pocillopora_acuta_HIv1_PredGene_g9727.t1, Pocillopora_acuta_HIv1_PredGene_g9726.t1
OG0005019	Acerv_evm.model.Segkk2110_pilon.3, Acerv_evm.model.Segkk1570_pilon.7	Pocillopora_acuta_HIv1_PredGene_g23796.t1, Pocillopora_acuta_HIv1_PredGene_g23798.t1
OG0005020	Acerv_evm.model.Segkk1572_pilon.3, Acerv_evm.model.Segkk1572_pilon.9	Pocillopora_acuta_HIv1_PredGene_g8381.t1
OG0005021	Acerv_evm.model.Segkk1576_pilon.8	Pocillopora_acuta_HIv1_PredGene_g24251.t1
OG0005022	Acerv_evm.model.Segkk1580_pilon.5	Pocillopora_acuta_HIv1_PredGene_g1820.t1
OG0005023	Acerv_evm.model.Segkk1580_pilon.2	Pocillopora_acuta_HIv1_PredGene_g10043.t1
OG0005024	Acerv_evm.model.Segkk1584_pilon.2	Pocillopora_acuta_HIv1_PredGene_g6626.t1
OG0005026	Acerv_evm.model.Segkk1587_pilon.13	Pocillopora_acuta_HIv1_PredGene_g8869.t1
OG0005027	Acerv_evm.model.Segkk1588_pilon.5	Pocillopora_acuta_HIv1_PredGene_g16799.t1, Pocillopora_acuta_HIv1_PredGene_g18609.t1, Pocillopora_acuta_HIv1_PredGene_g3767.t1, Pocillopora_acuta_HIv1_PredGene_g5674.t1
OG0005028	Acerv_evm.model.Segkk1588_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5668.t1, Pocillopora_acuta_HIv1_PredGene_g5600.t1
OG0005029	Acerv_evm.model.Segkk1591_pilon.3	Pocillopora_acuta_HIv1_PredGene_g15105.t1
OG0005030	Acerv_evm.model.Segkk1591_pilon.2	Pocillopora_acuta_HIv1_PredGene_3561_t, Pocillopora_acuta_HIv1_PredGene_g15104.t1, Pocillopora_acuta_HIv1_PredGene_g15103.t1
OG0005031	Acerv_evm.model.Segkk1591_pilon.11	Pocillopora_acuta_HIv1_PredGene_g15111.t1, Pocillopora_acuta_HIv1_PredGene_3570_t
OG0005032	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4	Pocillopora_acuta_HIv1_PredGene_g31535.t1, Pocillopora_acuta_HIv1_PredGene_g31536.t1
OG0005033	Acerv_evm.model.Segkk2198_pilon.2, Acerv_evm.model.Segkk1595_pilon.2	Pocillopora_acuta_HIv1_PredGene_g20854.t1, Pocillopora_acuta_HIv1_PredGene_g20852.t1
OG0005034	Acerv_evm.model.Segkk1596_pilon.3	Pocillopora_acuta_HIv1_PredGene_g1487.t1, Pocillopora_acuta_HIv1_PredGene_g1500.t1
OG0005035	Acerv_evm.model.Segkk1596_pilon.6	Pocillopora_acuta_HIv1_PredGene_g1473.t1
OG0005036	Acerv_evm.model.Segkk1597_pilon.6	Pocillopora_acuta_HIv1_PredGene_g2955.t1
OG0005037	Acerv_evm.model.Segkk1600_pilon.20	Pocillopora_acuta_HIv1_PredGene_22765_t, Pocillopora_acuta_HIv1_PredGene_g10655.t1, Pocillopora_acuta_HIv1_PredGene_g10617.t1
OG0005038	Acerv_evm.model.Segkk1602_pilon.3	Pocillopora_acuta_HIv1_PredGene_g15709.t1
OG0005039	Acerv_evm.model.Segkk1603_pilon.2	Pocillopora_acuta_HIv1_PredGene_g16591.t1, Pocillopora_acuta_HIv1_PredGene_g16586.t1, Pocillopora_acuta_HIv1_PredGene_g16585.t1
OG0005040	Acerv_evm.model.Segkk1605_pilon.5	Pocillopora_acuta_HIv1_PredGene_g20517.t2, Pocillopora_acuta_HIv1_PredGene_g20517.t1
OG0005041	Acerv_evm.model.Segkk1613_pilon.1	Pocillopora_acuta_HIv1_PredGene_g20890.t4, Pocillopora_acuta_HIv1_PredGene_g20890.t3
OG0005043	Acerv_evm.model.Segkk1629_pilon.2	Pocillopora_acuta_HIv1_PredGene_g1908.t1, Pocillopora_acuta_HIv1_PredGene_g18931.t1, Pocillopora_acuta_HIv1_PredGene_25926_t
OG0005044	Acerv_evm.model.Segkk1632_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26484.t1, Pocillopora_acuta_HIv1_PredGene_g28384.t1
OG0005045	Acerv_evm.model.Segkk1632_pilon.1	Pocillopora_acuta_HIv1_PredGene_g26481.t1, Pocillopora_acuta_HIv1_PredGene_g28387.t1
OG0005046	Acerv_evm.model.Segkk1632_pilon.6	Pocillopora_acuta_HIv1_PredGene_g26486.t1
OG0005047	Acerv_evm.model.Segkk1632_pilon.10	Pocillopora_acuta_HIv1_PredGene_g26494.t1
OG0005048	Acerv_evm.model.Segkk1632_pilon.20	Pocillopora_acuta_HIv1_PredGene_g3860.t1, Pocillopora_acuta_HIv1_PredGene_g24224.t1
OG0005049	Acerv_evm.model.Segkk1641_pilon.13	Pocillopora_acuta_HIv1_PredGene_12036_t, Pocillopora_acuta_HIv1_PredGene_g18829.t1, Pocillopora_acuta_HIv1_PredGene_12035_t
OG0005050	Acerv_evm.model.Segkk1641_pilon.20	Pocillopora_acuta_HIv1_PredGene_g18818.t1
OG0005051	Acerv_evm.model.Segkk1641_pilon.19	Pocillopora_acuta_HIv1_PredGene_g18822.t1, Pocillopora_acuta_HIv1_PredGene_g18821.t1
OG0005052	Acerv_evm.model.Segkk1642_pilon.2	Pocillopora_acuta_HIv1_PredGene_g32325.t1, Pocillopora_acuta_HIv1_PredGene_g27953.t1, Pocillopora_acuta_HIv1_PredGene_g19548.t1
OG0005053	Acerv_evm.model.Segkk2316_pilon.8, Acerv_evm.model.Segkk3394_pilon.18, Acerv_evm.model.Segkk2410_pilon.9, Acerv_evm.model.Segkk3780_pilon.5, Acerv_evm.model.Segkk3223_pilon.2, Acerv_evm.model.Segkk1649_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8155.t1
OG0005054	Acerv_evm.model.Segkk1650_pilon.5	Pocillopora_acuta_HIv1_PredGene_17267_t, Pocillopora_acuta_HIv1_PredGene_g4927.t1, Pocillopora_acuta_HIv1_PredGene_g4935.t1
OG0005055	Acerv_evm.model.Segkk1650_pilon.20	Pocillopora_acuta_HIv1_PredGene_g16210.t1
OG0005055	Acerv_evm.model.Segkk1650_pilon.19	Pocillopora_acuta_HIv1_PredGene_9214_t
OG0005056	Acerv_evm.model.Segkk3939_pilon.3	Pocillopora_acuta_HIv1_PredGene_g56.t1
OG0005057	Acerv_evm.model.Segkk1657_pilon.1	Pocillopora_acuta_HIv1_PredGene_g26288.t1, Pocillopora_acuta_HIv1_PredGene_g26740.t1
OG0005058	Acerv_evm.model.Segkk1657_pilon.7	Pocillopora_acuta_HIv1_PredGene_g26293.t1
OG0005059	Acerv_evm.model.Segkk1661_pilon.2	Pocillopora_acuta_HIv1_PredGene_g2543.t1
OG0005060	Acerv_evm.model.Segkk1666_pilon.22	Pocillopora_acuta_HIv1_PredGene_g18569.t1
OG0005060	Acerv_evm.model.Segkk2801_pilon.1	Pocillopora_acuta_HIv1_PredGene_g30864.t2, Pocillopora_acuta_HIv1_PredGene_g30864.t1
OG0005061	Acerv_evm.model.Segkk1672_pilon.4	Pocillopora_acuta_HIv1_PredGene_g25903.t1, Pocillopora_acuta_HIv1_PredGene_g23313.t1
OG0005062	Acerv_evm.model.Segkk1675_pilon.12	Pocillopora_acuta_HIv1_PredGene_g19654.t1
OG0005063	Acerv_evm.model.Segkk1675_pilon.11	Pocillopora_acuta_HIv1_PredGene_g19653.t2, Pocillopora_acuta_HIv1_PredGene_g19653.t1
OG0005064	Acerv_evm.model.Segkk1676_pilon.4	Pocillopora_acuta_HIv1_PredGene_g29095.t1, Pocillopora_acuta_HIv1_PredGene_27469_t, Pocillopora_acuta_HIv1_PredGene_g9978.t2
OG0005065	Acerv_evm.model.Segkk1680_pilon.22	Pocillopora_acuta_HIv1_PredGene_g28687.t1, Pocillopora_acuta_HIv1_PredGene_g11829.t1, Pocillopora_acuta_HIv1_PredGene_g11823.t1
OG0005066	Acerv_evm.model.Segkk1680_pilon.8	Pocillopora_acuta_HIv1_PredGene_g9547.t1, Pocillopora_acuta_HIv1_PredGene_g8524.t1
OG0005067	Acerv_evm.model.Segkk1680_pilon.9	Pocillopora_acuta_HIv1_PredGene_g9548.t1, Pocillopora_acuta_HIv1_PredGene_18922_t
OG0005068	Acerv_evm.model.Segkk1680_pilon.14	Pocillopora_acuta_HIv1_PredGene_g9554.t1
OG0005069	Acerv_evm.model.Segkk2750_pilon.8, Acerv_evm.model.Segkk3151_pilon.3, Acerv_evm.model.Segkk3741_pilon.35, Acerv_evm.model.Segkk1686_pilon.1	Pocillopora_acuta_HIv1_PredGene_g29501.t1
OG0005070	Acerv_evm.model.Segkk1692_pilon.2	Pocillopora_acuta_HIv1_PredGene_g22762.t1, Pocillopora_acuta_HIv1_PredGene_g22762.t2
OG0005071	Acerv_evm.model.Segkk1692_pilon.4	Pocillopora_acuta_HIv1_PredGene_g22894.t1
OG0005072	Acerv_evm.model.Segkk1692_pilon.10	Pocillopora_acuta_HIv1_PredGene_g22897.t1, Pocillopora_acuta_HIv1_PredGene_6512_t
OG0005073	Acerv_evm.model.Segkk1703_pilon.1	Pocillopora_acuta_HIv1_PredGene_g17472.t1
OG0005074	Acerv_evm.model.Segkk1705_pilon.5	Pocillopora_acuta_HIv1_PredGene_g16925.t2, Pocillopora_acuta_HIv1_PredGene_g16925.t1
OG0005075	Acerv_evm.model.Segkk1707_pilon.18	Pocillopora_acuta_HIv1_PredGene_g26823.t1, Pocillopora_acuta_HIv1_PredGene_6752_t
OG0005076	Acerv_evm.model.Segkk1707_pilon.14	Pocillopora_acuta_HIv1_PredGene_g26829.t1, Pocillopora_acuta_HIv1_PredGene_g26829.t2
OG0005077	Acerv_evm.model.Segkk1707_pilon.26	Pocillopora_acuta_HIv1_PredGene_g26815.t1
OG0005078	Acerv_evm.model.Segkk1707_pilon.1	Pocillopora_acuta_HIv1_PredGene_g32637.t1
OG0005079	Acerv_evm.model.Segkk1727_pilon.25	Pocillopora_acuta_HIv1_PredGene_g17552.t1
OG0005080	Acerv_evm.model.Segkk1727_pilon.10, Acerv_evm.model.Segkk1727_pilon.11	Pocillopora_acuta_HIv1_PredGene_g17943.t1
OG0005081	Acerv_evm.model.Segkk1732_pilon.45	Pocillopora_acuta_HIv1_PredGene_g3999.t1, Pocillopora_acuta_HIv1_PredGene_1377_t
OG0005082	Acerv_evm.model.Segkk1732_pilon.10	Pocillopora_acuta_HIv1_PredGene_g3957.t1, Pocillopora_acuta_HIv1_PredGene_g3957.t3, Pocillopora_acuta_HIv1_PredGene_g3957.t2
OG0005083	Acerv_evm.model.Segkk1732_pilon.11	Pocillopora_acuta_HIv1_PredGene_g3955.t1, Pocillopora_acuta_HIv1_PredGene_1338_t
OG0005084	Acerv_evm.model.Segkk1733_pilon.4	Pocillopora_acuta_HIv1_PredGene_g18737.t1
OG0005085	Acerv_evm.model.Segkk1749_pilon.16	Pocillopora_acuta_HIv1_PredGene_6254_t, Pocillopora_acuta_HIv1_PredGene_g24726.t1
OG0005086	Acerv_evm.model.Segkk1749_pilon.8	Pocillopora_acuta_HIv1_PredGene_g17254.t1
OG0005087	Acerv_evm.model.Segkk1749_pilon.7, Acerv_evm.model.Segkk1749_pilon.6	Pocillopora_acuta_HIv1_PredGene_23276_t, Pocillopora_acuta_HIv1_PredGene_g17255.t1
OG0005088	Acerv_evm.model.Segkk1755_pilon.2	Pocillopora_acuta_HIv1_PredGene_g30579.t1, Pocillopora_acuta_HIv1_PredGene_25438_t
OG0005089	Acerv_evm.model.Segkk1768_pilon.4	Pocillopora_acuta_HIv1_PredGene_g16663.t1, Pocillopora_acuta_HIv1_PredGene_g4171.t1
OG0005090	Acerv_evm.model.Segkk1771_pilon.13, Acerv_evm.model.Segkk2001_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8630.t1
OG0005091	Acerv_evm.model.Segkk1773_pilon.1	Pocillopora_acuta_HIv1_PredGene_g6618.t1, Pocillopora_acuta_HIv1_PredGene_g13117.t1
OG0005092	Acerv_evm.model.Segkk1776_pilon.5	Pocillopora_acuta_HIv1_PredGene_g1819.t1
OG0005093	Acerv_evm.model.Segkk1776_pilon.12	Pocillopora_acuta_HIv1_PredGene_6062_t, Pocillopora_acuta_HIv1_PredGene_g2608.t1
OG0005094	Acerv_evm.model.Segkk1777_pilon.32	Pocillopora_acuta_HIv1_PredGene_g24501.t1, Pocillopora_acuta_HIv1_PredGene_9529_t, Pocillopora_acuta_HIv1_PredGene_g24389.t1
OG0005095	Acerv_evm.model.Segkk1777_pilon.16	Pocillopora_acuta_HIv1_PredGene_g30064.t1, Pocillopora_acuta_HIv1_PredGene_g32536.t1
OG0005096	Acerv_evm.model.Segkk1778_pilon.4	Pocillopora_acuta_HIv1_PredGene_g461.t1, Pocillopora_acuta_HIv1_PredGene_g16003.t1
OG0005097	Acerv_evm.model.Segkk3454_pilon.27, Acerv_evm.model.Segkk2750_pilon.4, Acerv_evm.model.Segkk1781_pilon.1	Pocillopora_acuta_HIv1_PredGene_g16625.t1, Pocillopora_acuta_HIv1_PredGene_g24137.t1, Pocillopora_acuta_HIv1_PredGene_g30243.t1
OG0005098	Acerv_evm.model.Segkk1782_pilon.16	Pocillopora_acuta_HIv1_PredGene_2515_t, Pocillopora_acuta_HIv1_PredGene_g17148.t1
OG0005099	Acerv_evm.model.Segkk1786_pilon.18	Pocillopora_acuta_HIv1_PredGene_g5699.t1
OG0005100	Acerv_evm.model.Segkk1796_pilon.12	Pocillopora_acuta_HIv1_PredGene_g978.t1, Pocillopora_acuta_HIv1_PredGene_g974.t1, Pocillopora_acuta_HIv1_PredGene_g976.t1
OG0005101	Acerv_evm.model.Segkk1797_pilon.4	Pocillopora_acuta_HIv1_PredGene_g22533.t1, Pocillopora_acuta_HIv1_PredGene_g11844.t1, Pocillopora_acuta_HIv1_PredGene_24968_t
OG0005102	Acerv_evm.model.Segkk1797_pilon.8	Pocillopora_acuta_HIv1_PredGene_g11848.t1
OG0005103	Acerv_evm.model.Segkk1799_pilon.5	Pocillopora_acuta_HIv1_PredGene_g33353.t1, Pocillopora_acuta_HIv1_PredGene_g25421.t1
OG0005104	Acerv_evm.model.Segkk1799_pilon.12	Pocillopora_acuta_HIv1_PredGene_g29361.t1
OG0005105	Acerv_evm.model.Segkk1800_pilon.6	Pocillopora_acuta_HIv1_PredGene_78_t, Pocillopora_acuta_HIv1_PredGene_g7081.t1
OG0005106	Acerv_evm.model.Segkk1801_pilon.1	Pocillopora_acuta_HIv1_PredGene_g15234.t1, Pocillopora_acuta_HIv1_PredGene_g20626.t1, Pocillopora_acuta_HIv1_PredGene_g13079.t1
OG0005107	Acerv_evm.model.Segkk1802_pilon.3	Pocillopora_acuta_HIv1_PredGene_g3809.t1
OG0005108	Acerv_evm.model.Segkk1802_pilon.17	Pocillopora_acuta_HIv1_PredGene_12017_t, Pocillopora_acuta_HIv1_PredGene_g18810.t1
OG0005109	Acerv_evm.model.Segkk1802_pilon.11	Pocillopora_acuta_HIv1_PredGene_g3830.t1
OG0005110	Acerv_evm.model.Segkk1819_pilon.12, Acerv_evm.model.Segkk4265_pilon.2	Pocillopora_acuta_HIv1_PredGene_24255_t, Pocillopora_acuta_HIv1_PredGene_g19133.t1
OG0005111	Acerv_evm.model.Segkk1825_pilon.3	Pocillopora_acuta_HIv1_PredGene_g1377.t1, Pocillopora_acuta_HIv1_PredGene_g1375.t1
OG0005112	Acerv_evm.model.Segkk1830_pilon.1, Acerv_evm.model.Segkk3546_pilon.1	Pocillopora_acuta_HIv1_PredGene_g16719.t1, Pocillopora_acuta_HIv1_PredGene_g31121.t1
OG0005114	Acerv_evm.model.Segkk1839_pilon.2	Pocillopora_acuta_HIv1_PredGene_g29562.t1
OG0005115	Acerv_evm.model.Segkk1839_pilon.7	Pocillopora_acuta_HIv1_PredGene_g33074.t1
OG0005116	Acerv_evm.model.Segkk1839_pilon.9	Pocillopora_acuta_HIv1_PredGene_g17528.t1, Pocillopora_acuta_HIv1_PredGene_28344_t, Pocillopora_acuta_HIv1_PredGene_g33075.t1
OG0005117	Acerv_evm.model.Segkk1982_pilon.10, Acerv_evm.model.Segkk1851_pilon.4	Pocillopora_acuta_HIv1_PredGene_g27129.t1
OG0005118	Acerv_evm.model.Segkk1858_pilon.2	Pocillopora_acuta_HIv1_PredGene_g4887.t2, Pocillopora_acuta_HIv1_PredGene_g4887.t1
OG0005119	Acerv_evm.model.Segkk1861_pilon.11	Pocillopora_acuta_HIv1_PredGene_g31196.t2, Pocillopora_acuta_HIv1_PredGene_g32155.t1, Pocillopora_acuta_HIv1_PredGene_g31196.t1
OG0005120	Acerv_evm.model.Segkk1861_pilon.16	Pocillopora_acuta_HIv1_PredGene_g32160.t1, Pocillopora_acuta_HIv1_PredGene_g31200.t1
OG0005121	Acerv_evm.model.Segkk1862_pilon.7	Pocillopora_acuta_HIv1_PredGene_g20898.t2, Pocillopora_acuta_HIv1_PredGene_g20898.t1
OG0005122	Acerv_evm.model.Segkk1863_pilon.16	Pocillopora_acuta_HIv1_PredGene_146_t, Pocillopora_acuta_HIv1_PredGene_g7154.t1
OG0005124	Acerv_evm.model.Segkk1863_pilon.22	Pocillopora_acuta_HIv1_PredGene_g7158.t1
OG0005125	Acerv_evm.model.Segkk1865_pilon.7	Pocillopora_acuta_HIv1_PredGene_g9148.t1
OG0005126	Acerv_evm.model.Segkk2391_pilon.1, Acerv_evm.model.Segkk1867_pilon.12	Pocillopora_acuta_HIv1_PredGene_g29796.t1
OG0005127	Acerv_evm.model.Segkk1870_pilon.15	Pocillopora_acuta_HIv1_PredGene_g19080.t1, Pocillopora_acuta_HIv1_PredGene_19168_t
OG0005128	Acerv_evm.model.Segkk1871_pilon.8	Pocillopora_acuta_HIv1_PredGene_g29441.t1, Pocillopora_acuta_HIv1_PredGene_g29445.t1, Pocillopora_acuta_HIv1_PredGene_g29436.t1, Pocillopora_acuta_HIv1_PredGene_g29437.t1
OG0005131	Acerv_evm.model.Segkk1877_pilon.14, Acerv_evm.model.Segkk3679_pilon.1	Pocillopora_acuta_HIv1_PredGene_g24984.t1
OG0005132	Acerv_evm.model.Segkk1877_pilon.5, Acerv_evm.model.Segkk1877_pilon.7	Pocillopora_acuta_HIv1_PredGene_g24982.t1
OG0005133	Acerv_evm.model.Segkk1883_pilon.24	Pocillopora_acuta_HIv1_PredGene_g30654.t1
OG0005134	Acerv_evm.model.Segkk1884_pilon.13	Pocillopora_acuta_HIv1_PredGene_g17950.t2, Pocillopora_acuta_HIv1_PredGene_g17950.t1
OG0005135	Acerv_evm.model.Segkk1885_pilon.6	Pocillopora_acuta_HIv1_PredGene_g17379.t1, Pocillopora_acuta_HIv1_PredGene_g29650.t1
OG0005136	Acerv_evm.model.Segkk1885_pilon.4	Pocillopora_acuta_HIv1_PredGene_g4176.t2, Pocillopora_acuta_HIv1_PredGene_g4176.t1
OG0005137	Acerv_evm.model.Segkk2437_pilon.2, Acerv_evm.model.Segkk1885_pilon.2	Pocillopora_acuta_HIv1_PredGene_g4174.t2, Pocillopora_acuta_HIv1_PredGene_g4174.t1
OG0005138	Acerv_evm.model.Segkk1885_pilon.1, Acerv_evm.model.Segkk4263_pilon.11	Pocillopora_acuta_HIv1_PredGene_g17623.t1, Pocillopora_acuta_HIv1_PredGene_1843_t
OG0005139	Acerv_evm.model.Segkk4310_pilon.7, Acerv_evm.model.Segkk1887_pilon.5	Pocillopora_acuta_HIv1_PredGene_g12981.t1
OG0005140	Acerv_evm.model.Segkk1892_pilon.3	Pocillopora_acuta_HIv1_PredGene_g3909.t1
OG0005141	Acerv_evm.model.Segkk1893_pilon.1	Pocillopora_acuta_HIv1_PredGene_g24974.t1
OG0005142	Acerv_evm.model.Segkk1899_pilon.4	Pocillopora_acuta_HIv1_PredGene_g26887.t1, Pocillopora_acuta_HIv1_PredGene_g26887.t2, Pocillopora_acuta_HIv1_PredGene_g26887.t3
OG0005143	Acerv_evm.model.Segkk1899_pilon.13	Pocillopora_acuta_HIv1_PredGene_g26856.t1, Pocillopora_acuta_HIv1_PredGene_g26856.t2
OG0005144	Acerv_evm.model.Segkk1907_pilon.2	Pocillopora_acuta_HIv1_PredGene_26486_t, Pocillopora_acuta_HIv1_PredGene_g25370.t1
OG0005145	Acerv_evm.model.Segkk1907_pilon.4	Pocillopora_acuta_HIv1_PredGene_g25372.t2, Pocillopora_acuta_HIv1_PredGene_g25372.t3, Pocillopora_acuta_HIv1_PredGene_g25372.t1
OG0005146	Acerv_evm.model.Segkk1908_pilon.2	Pocillopora_acuta_HIv1_PredGene_g19703.t1
OG0005147	Acerv_evm.model.Segkk1909_pilon.13	Pocillopora_acuta_HIv1_PredGene_g12919.t1, Pocillopora_acuta_HIv1_PredGene_g27029.t1, Pocillopora_acuta_HIv1_PredGene_g3236.t1
OG0005148	Acerv_evm.model.Segkk1909_pilon.14	Pocillopora_acuta_HIv1_PredGene_g27030.t1, Pocillopora_acuta_HIv1_PredGene_g12918.t1, Pocillopora_acuta_HIv1_PredGene_g3235.t1
OG0005149	Acerv_evm.model.Segkk1909_pilon.15	Pocillopora_acuta_HIv1_PredGene_g3233.t1, Pocillopora_acuta_HIv1_PredGene_g27031.t1, Pocillopora_acuta_HIv1_PredGene_g12917.t1
OG0005150	Acerv_evm.model.Segkk1909_pilon.16	Pocillopora_acuta_HIv1_PredGene_g12916.t1, Pocillopora_acuta_HIv1_PredGene_g3232.t1, Pocillopora_acuta_HIv1_PredGene_g27032.t1
OG0005151	Acerv_evm.model.Segkk1911_pilon.3	Pocillopora_acuta_HIv1_PredGene_g19378.t1
OG0005152	Acerv_evm.model.Segkk1916_pilon.1, Acerv_evm.model.Segkk3918_pilon.2	Pocillopora_acuta_HIv1_PredGene_g16496.t1
OG0005153	Acerv_evm.model.Segkk1947_pilon.5	Pocillopora_acuta_HIv1_PredGene_g29409.t1
OG0005154	Acerv_evm.model.Segkk1947_pilon.7	Pocillopora_acuta_HIv1_PredGene_17991_t, Pocillopora_acuta_HIv1_PredGene_g29407.t1
OG0005155	Acerv_evm.model.Segkk1947_pilon.1, Acerv_evm.model.Segkk1947_pilon.3, Acerv_evm.model.Segkk1947_pilon.2	Pocillopora_acuta_HIv1_PredGene_g29411.t1
OG0005156	Acerv_evm.model.Segkk1949_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8106.t1
OG0005157	Acerv_evm.model.Segkk4039_pilon.11	Pocillopora_acuta_HIv1_PredGene_g18700.t1
OG0005157	Acerv_evm.model.Segkk3219_pilon.28	Pocillopora_acuta_HIv1_PredGene_g8177.t1
OG0005158	Acerv_evm.model.Segkk1960_pilon.3, Acerv_evm.model.Segkk1960_pilon.2, Acerv_evm.model.Segkk1960_pilon.1	Pocillopora_acuta_HIv1_PredGene_g29544.t1
OG0005159	Acerv_evm.model.Segkk1964_pilon.1	Pocillopora_acuta_HIv1_PredGene_g25899.t1, Pocillopora_acuta_HIv1_PredGene_4816_t, Pocillopora_acuta_HIv1_PredGene_g23308.t1
OG0005160	Acerv_evm.model.Segkk3491_pilon.1, Acerv_evm.model.Segkk1966_pilon.1	Pocillopora_acuta_HIv1_PredGene_g17142.t1
