Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Mcavernosa.maker.proteins
OG0005484	Pocillopora_acuta_HIv1_PredGene_g3283.t1	Mcavernosa24661-RA
OG0005485	Pocillopora_acuta_HIv1_PredGene_g3285.t1	Mcavernosa24659-RA
OG0005486	Pocillopora_acuta_HIv1_PredGene_g6208.t2, Pocillopora_acuta_HIv1_PredGene_g6208.t1	Mcavernosa13026-RA
OG0005487	Pocillopora_acuta_HIv1_PredGene_g22387.t1	Mcavernosa29034-RA, Mcavernosa30053-RA, Mcavernosa29032-RA
OG0005488	Pocillopora_acuta_HIv1_PredGene_g3714.t1, Pocillopora_acuta_HIv1_PredGene_g3714.t2	Mcavernosa18076-RA
OG0005489	Pocillopora_acuta_HIv1_PredGene_13279_t, Pocillopora_acuta_HIv1_PredGene_g27935.t1	Mcavernosa03022-RA, Mcavernosa03021-RA
OG0005490	Pocillopora_acuta_HIv1_PredGene_g31386.t1, Pocillopora_acuta_HIv1_PredGene_g31386.t3, Pocillopora_acuta_HIv1_PredGene_g31386.t2	Mcavernosa22222-RA
OG0005491	Pocillopora_acuta_HIv1_PredGene_g31388.t1	Mcavernosa22223-RA
OG0005492	Pocillopora_acuta_HIv1_PredGene_g4546.t1, Pocillopora_acuta_HIv1_PredGene_g30550.t1	Mcavernosa12556-RA
OG0005494	Pocillopora_acuta_HIv1_PredGene_g16803.t1, Pocillopora_acuta_HIv1_PredGene_15858_t	Mcavernosa31464-RA
OG0005496	Pocillopora_acuta_HIv1_PredGene_g25729.t1	Mcavernosa27687-RA, Mcavernosa12171-RA
OG0005497	Pocillopora_acuta_HIv1_PredGene_g25730.t1	Mcavernosa12174-RA, Mcavernosa12173-RA
OG0005498	Pocillopora_acuta_HIv1_PredGene_g17342.t1, Pocillopora_acuta_HIv1_PredGene_g29680.t1	Mcavernosa28557-RA, Mcavernosa28552-RA
OG0005499	Pocillopora_acuta_HIv1_PredGene_g29673.t1, Pocillopora_acuta_HIv1_PredGene_g17349.t1	Mcavernosa28546-RA
OG0005500	Pocillopora_acuta_HIv1_PredGene_1126_t, Pocillopora_acuta_HIv1_PredGene_g29656.t1, Pocillopora_acuta_HIv1_PredGene_g17374.t1	Mcavernosa20483-RA
OG0005501	Pocillopora_acuta_HIv1_PredGene_g21047.t1	Mcavernosa15514-RA
OG0005502	Pocillopora_acuta_HIv1_PredGene_g20902.t1	Mcavernosa24932-RA
OG0005503	Pocillopora_acuta_HIv1_PredGene_g20935.t1	Mcavernosa02979-RA
OG0005504	Pocillopora_acuta_HIv1_PredGene_g20926.t1, Pocillopora_acuta_HIv1_PredGene_g20925.t1	Mcavernosa02996-RA
OG0005505	Pocillopora_acuta_HIv1_PredGene_3287_t, Pocillopora_acuta_HIv1_PredGene_g9112.t1	Mcavernosa28170-RA
OG0005506	Pocillopora_acuta_HIv1_PredGene_g9114.t2, Pocillopora_acuta_HIv1_PredGene_3289_t, Pocillopora_acuta_HIv1_PredGene_g9114.t1	Mcavernosa28169-RA
OG0005507	Pocillopora_acuta_HIv1_PredGene_g23013.t2, Pocillopora_acuta_HIv1_PredGene_g23013.t1	Mcavernosa23175-RA, Mcavernosa23173-RA
OG0005508	Pocillopora_acuta_HIv1_PredGene_g20643.t1, Pocillopora_acuta_HIv1_PredGene_26998_t, Pocillopora_acuta_HIv1_PredGene_g20643.t2	Mcavernosa16781-RA, Mcavernosa32962-RA
OG0005509	Pocillopora_acuta_HIv1_PredGene_g10503.t1	Mcavernosa09392-RA, Mcavernosa09389-RA
OG0005510	Pocillopora_acuta_HIv1_PredGene_g13635.t1, Pocillopora_acuta_HIv1_PredGene_g31281.t1	Mcavernosa04002-RA
OG0005512	Pocillopora_acuta_HIv1_PredGene_g10022.t1	Mcavernosa14188-RA
OG0005513	Pocillopora_acuta_HIv1_PredGene_g364.t1	Mcavernosa34819-RA
OG0005514	Pocillopora_acuta_HIv1_PredGene_g376.t1	Mcavernosa25326-RA, Mcavernosa25318-RA
OG0005516	Pocillopora_acuta_HIv1_PredGene_26742_t, Pocillopora_acuta_HIv1_PredGene_g31830.t1	Mcavernosa27565-RA
OG0005520	Pocillopora_acuta_HIv1_PredGene_g27174.t2, Pocillopora_acuta_HIv1_PredGene_16846_t, Pocillopora_acuta_HIv1_PredGene_g27174.t1	Mcavernosa02400-RA
OG0005521	Pocillopora_acuta_HIv1_PredGene_g27183.t1	Mcavernosa02406-RA
OG0005522	Pocillopora_acuta_HIv1_PredGene_g33447.t1	Mcavernosa24968-RA
OG0005523	Pocillopora_acuta_HIv1_PredGene_16657_t, Pocillopora_acuta_HIv1_PredGene_g27199.t1, Pocillopora_acuta_HIv1_PredGene_g33472.t1, Pocillopora_acuta_HIv1_PredGene_16871_t	Mcavernosa02417-RA
OG0005524	Pocillopora_acuta_HIv1_PredGene_g4499.t1, Pocillopora_acuta_HIv1_PredGene_g25787.t1	Mcavernosa26198-RA
OG0005525	Pocillopora_acuta_HIv1_PredGene_4936_t, Pocillopora_acuta_HIv1_PredGene_g23359.t1	Mcavernosa22900-RA
OG0005526	Pocillopora_acuta_HIv1_PredGene_g2979.t1	Mcavernosa16448-RA
OG0005527	Pocillopora_acuta_HIv1_PredGene_g9489.t1	Mcavernosa27200-RA
OG0005528	Pocillopora_acuta_HIv1_PredGene_g9761.t1	Mcavernosa29973-RA
OG0005529	Pocillopora_acuta_HIv1_PredGene_12051_t, Pocillopora_acuta_HIv1_PredGene_g18844.t1	Mcavernosa07442-RA
OG0005530	Pocillopora_acuta_HIv1_PredGene_g18854.t1	Mcavernosa07410-RA
OG0005531	Pocillopora_acuta_HIv1_PredGene_12065_t	Mcavernosa07408-RA
OG0005533	Pocillopora_acuta_HIv1_PredGene_g9104.t1	Mcavernosa28200-RA
OG0005534	Pocillopora_acuta_HIv1_PredGene_g8515.t1	Mcavernosa07183-RA
OG0005536	Pocillopora_acuta_HIv1_PredGene_g12837.t1	Mcavernosa20632-RA, Mcavernosa20631-RA
OG0005537	Pocillopora_acuta_HIv1_PredGene_g22884.t1	Mcavernosa04929-RA, Mcavernosa21623-RA
OG0005538	Pocillopora_acuta_HIv1_PredGene_g5185.t1	Mcavernosa05289-RA
OG0005539	Pocillopora_acuta_HIv1_PredGene_g22864.t1	Mcavernosa10675-RA, Mcavernosa29286-RA
OG0005540	Pocillopora_acuta_HIv1_PredGene_g22906.t1, Pocillopora_acuta_HIv1_PredGene_6522_t, Pocillopora_acuta_HIv1_PredGene_g20088.t1	Mcavernosa12222-RA
OG0005541	Pocillopora_acuta_HIv1_PredGene_g18646.t1	Mcavernosa10643-RA
OG0005544	Pocillopora_acuta_HIv1_PredGene_g18382.t1	Mcavernosa06707-RA, Mcavernosa06708-RA
OG0005546	Pocillopora_acuta_HIv1_PredGene_29117_t, Pocillopora_acuta_HIv1_PredGene_g28878.t1, Pocillopora_acuta_HIv1_PredGene_g6374.t1	Mcavernosa26794-RA
OG0005547	Pocillopora_acuta_HIv1_PredGene_g6373.t1, Pocillopora_acuta_HIv1_PredGene_g28879.t1	Mcavernosa26790-RA
OG0005549	Pocillopora_acuta_HIv1_PredGene_g712.t1	Mcavernosa33994-RA, Mcavernosa33071-RA, Mcavernosa24266-RA
OG0005550	Pocillopora_acuta_HIv1_PredGene_g23067.t1, Pocillopora_acuta_HIv1_PredGene_g8430.t1, Pocillopora_acuta_HIv1_PredGene_11228_t	Mcavernosa33494-RA
OG0005552	Pocillopora_acuta_HIv1_PredGene_g7520.t1	Mcavernosa28210-RA, Mcavernosa28202-RA
OG0005553	Pocillopora_acuta_HIv1_PredGene_g7521.t2, Pocillopora_acuta_HIv1_PredGene_g7521.t1	Mcavernosa20053-RA
OG0005555	Pocillopora_acuta_HIv1_PredGene_g14078.t1	Mcavernosa12205-RA
OG0005556	Pocillopora_acuta_HIv1_PredGene_g9681.t1	Mcavernosa01852-RA
OG0005558	Pocillopora_acuta_HIv1_PredGene_g20591.t1, Pocillopora_acuta_HIv1_PredGene_g14189.t1, Pocillopora_acuta_HIv1_PredGene_g10784.t1	Mcavernosa07633-RA
OG0005559	Pocillopora_acuta_HIv1_PredGene_g20590.t1, Pocillopora_acuta_HIv1_PredGene_g10785.t1, Pocillopora_acuta_HIv1_PredGene_g14190.t1	Mcavernosa07636-RA
OG0005561	Pocillopora_acuta_HIv1_PredGene_g9805.t1, Pocillopora_acuta_HIv1_PredGene_g16181.t1	Mcavernosa30449-RA
OG0005562	Pocillopora_acuta_HIv1_PredGene_g22104.t1, Pocillopora_acuta_HIv1_PredGene_4343_t	Mcavernosa32321-RA
OG0005563	Pocillopora_acuta_HIv1_PredGene_19628_t, Pocillopora_acuta_HIv1_PredGene_g23105.t1	Mcavernosa19994-RA
OG0005564	Pocillopora_acuta_HIv1_PredGene_g1698.t1	Mcavernosa02855-RA
OG0005565	Pocillopora_acuta_HIv1_PredGene_g2664.t1, Pocillopora_acuta_HIv1_PredGene_g555.t1	Mcavernosa18304-RA
OG0005566	Pocillopora_acuta_HIv1_PredGene_g21606.t1, Pocillopora_acuta_HIv1_PredGene_g3043.t1	Mcavernosa11481-RA
OG0005567	Pocillopora_acuta_HIv1_PredGene_g11230.t1, Pocillopora_acuta_HIv1_PredGene_28048_t	Mcavernosa08663-RA
OG0005568	Pocillopora_acuta_HIv1_PredGene_g3883.t1	Mcavernosa10621-RA, Mcavernosa10626-RA
OG0005569	Pocillopora_acuta_HIv1_PredGene_g1266.t1	Mcavernosa13597-RA
OG0005571	Pocillopora_acuta_HIv1_PredGene_g4034.t1	Mcavernosa20091-RA
OG0005572	Pocillopora_acuta_HIv1_PredGene_g9855.t1	Mcavernosa00184-RA
OG0005573	Pocillopora_acuta_HIv1_PredGene_g9857.t1	Mcavernosa00177-RA
OG0005574	Pocillopora_acuta_HIv1_PredGene_g14801.t1, Pocillopora_acuta_HIv1_PredGene_15419_t	Mcavernosa23037-RA
OG0005575	Pocillopora_acuta_HIv1_PredGene_g9522.t1, Pocillopora_acuta_HIv1_PredGene_g32310.t1, Pocillopora_acuta_HIv1_PredGene_g9520.t1	Mcavernosa20179-RA
OG0005576	Pocillopora_acuta_HIv1_PredGene_g24944.t1, Pocillopora_acuta_HIv1_PredGene_g24944.t2	Mcavernosa15642-RA
OG0005577	Pocillopora_acuta_HIv1_PredGene_g24943.t1	Mcavernosa15644-RA
OG0005579	Pocillopora_acuta_HIv1_PredGene_g8631.t1	Mcavernosa07151-RA
OG0005580	Pocillopora_acuta_HIv1_PredGene_g12829.t1	Mcavernosa34825-RA, Mcavernosa11171-RA
OG0005581	Pocillopora_acuta_HIv1_PredGene_g31203.t1, Pocillopora_acuta_HIv1_PredGene_g32163.t1, Pocillopora_acuta_HIv1_PredGene_11110_t	Mcavernosa27881-RA
OG0005582	Pocillopora_acuta_HIv1_PredGene_g32168.t1, Pocillopora_acuta_HIv1_PredGene_g31208.t1	Mcavernosa27870-RA, Mcavernosa27872-RA
OG0005583	Pocillopora_acuta_HIv1_PredGene_g7758.t1	Mcavernosa02760-RA
OG0005584	Pocillopora_acuta_HIv1_PredGene_g7757.t1	Mcavernosa02762-RA, Mcavernosa02761-RA
OG0005585	Pocillopora_acuta_HIv1_PredGene_g7766.t1	Mcavernosa02749-RA
OG0005586	Pocillopora_acuta_HIv1_PredGene_g7780.t1	Mcavernosa03457-RA, Mcavernosa03454-RA
OG0005587	Pocillopora_acuta_HIv1_PredGene_g5357.t1, Pocillopora_acuta_HIv1_PredGene_14958_t	Mcavernosa12911-RA
OG0005588	Pocillopora_acuta_HIv1_PredGene_g9373.t1, Pocillopora_acuta_HIv1_PredGene_10740_t, Pocillopora_acuta_HIv1_PredGene_g21092.t1	Mcavernosa01598-RA
OG0005589	Pocillopora_acuta_HIv1_PredGene_g21087.t1, Pocillopora_acuta_HIv1_PredGene_g21087.t2	Mcavernosa01588-RA, Mcavernosa01589-RA, Mcavernosa01586-RA
OG0005590	Pocillopora_acuta_HIv1_PredGene_g2558.t1	Mcavernosa15879-RA
OG0005592	Pocillopora_acuta_HIv1_PredGene_g26026.t1	Mcavernosa14787-RA
OG0005593	Pocillopora_acuta_HIv1_PredGene_g28550.t1	Mcavernosa22475-RA
OG0005595	Pocillopora_acuta_HIv1_PredGene_g20016.t1, Pocillopora_acuta_HIv1_PredGene_g16627.t1, Pocillopora_acuta_HIv1_PredGene_g11074.t1	Mcavernosa11451-RA
OG0005596	Pocillopora_acuta_HIv1_PredGene_3866_t	Mcavernosa02251-RA
OG0005596	Pocillopora_acuta_HIv1_PredGene_g15520.t1	Mcavernosa17835-RA
OG0005597	Pocillopora_acuta_HIv1_PredGene_g9247.t1	Mcavernosa19635-RA, Mcavernosa33864-RA, Mcavernosa19642-RA
OG0005598	Pocillopora_acuta_HIv1_PredGene_g9264.t1, Pocillopora_acuta_HIv1_PredGene_g9261.t1, Pocillopora_acuta_HIv1_PredGene_7739_t	Mcavernosa19638-RA
OG0005601	Pocillopora_acuta_HIv1_PredGene_g4520.t1, Pocillopora_acuta_HIv1_PredGene_24508_t	Mcavernosa07576-RA, Mcavernosa07580-RA
OG0005602	Pocillopora_acuta_HIv1_PredGene_24519_t, Pocillopora_acuta_HIv1_PredGene_g4532.t1	Mcavernosa07568-RA
OG0005603	Pocillopora_acuta_HIv1_PredGene_g4526.t1	Mcavernosa07574-RA
OG0005604	Pocillopora_acuta_HIv1_PredGene_g21368.t1	Mcavernosa26546-RA
OG0005605	Pocillopora_acuta_HIv1_PredGene_g21374.t1	Mcavernosa26548-RA, Mcavernosa26547-RA
OG0005606	Pocillopora_acuta_HIv1_PredGene_g4743.t1	Mcavernosa18193-RA
OG0005607	Pocillopora_acuta_HIv1_PredGene_g12457.t1	Mcavernosa18637-RA
OG0005610	Pocillopora_acuta_HIv1_PredGene_g26707.t1	Mcavernosa29490-RA
OG0005611	Pocillopora_acuta_HIv1_PredGene_8974_t, Pocillopora_acuta_HIv1_PredGene_g26704.t1	Mcavernosa29492-RA
OG0005613	Pocillopora_acuta_HIv1_PredGene_g28730.t1, Pocillopora_acuta_HIv1_PredGene_g28730.t2	Mcavernosa21849-RA
OG0005615	Pocillopora_acuta_HIv1_PredGene_g26860.t1	Mcavernosa31968-RA, Mcavernosa31971-RA, Mcavernosa31970-RA
OG0005616	Pocillopora_acuta_HIv1_PredGene_g26883.t1	Mcavernosa28080-RA
OG0005617	Pocillopora_acuta_HIv1_PredGene_g31079.t1	Mcavernosa14001-RA
OG0005619	Pocillopora_acuta_HIv1_PredGene_g2542.t1, Pocillopora_acuta_HIv1_PredGene_g2542.t2	Mcavernosa22445-RA
OG0005620	Pocillopora_acuta_HIv1_PredGene_5996_t, Pocillopora_acuta_HIv1_PredGene_g2540.t1	Mcavernosa22444-RA
OG0005621	Pocillopora_acuta_HIv1_PredGene_g709.t1	Mcavernosa04325-RA
OG0005622	Pocillopora_acuta_HIv1_PredGene_g5008.t1, Pocillopora_acuta_HIv1_PredGene_17474_t	Mcavernosa16115-RA
OG0005623	Pocillopora_acuta_HIv1_PredGene_g32736.t1, Pocillopora_acuta_HIv1_PredGene_g32739.t1	Mcavernosa02722-RA
OG0005625	Pocillopora_acuta_HIv1_PredGene_g27288.t1	Mcavernosa12491-RA
OG0005626	Pocillopora_acuta_HIv1_PredGene_g26241.t1, Pocillopora_acuta_HIv1_PredGene_31914_t	Mcavernosa12504-RA
OG0005628	Pocillopora_acuta_HIv1_PredGene_g21836.t1	Mcavernosa03977-RA, Mcavernosa03978-RA
OG0005629	Pocillopora_acuta_HIv1_PredGene_g21835.t1	Mcavernosa03976-RA
OG0005630	Pocillopora_acuta_HIv1_PredGene_g17882.t1, Pocillopora_acuta_HIv1_PredGene_g21833.t1	Mcavernosa03974-RA
OG0005631	Pocillopora_acuta_HIv1_PredGene_g24445.t1	Mcavernosa10082-RA
OG0005632	Pocillopora_acuta_HIv1_PredGene_g24442.t1	Mcavernosa33702-RA, Mcavernosa33703-RA
OG0005633	Pocillopora_acuta_HIv1_PredGene_9785_t, Pocillopora_acuta_HIv1_PredGene_g12040.t1	Mcavernosa05093-RA
OG0005635	Pocillopora_acuta_HIv1_PredGene_26559_t, Pocillopora_acuta_HIv1_PredGene_g22582.t2, Pocillopora_acuta_HIv1_PredGene_g22582.t1	Mcavernosa23148-RA
OG0005636	Pocillopora_acuta_HIv1_PredGene_g31577.t1	Mcavernosa03533-RA
OG0005637	Pocillopora_acuta_HIv1_PredGene_g16491.t1	Mcavernosa24411-RA
OG0005638	Pocillopora_acuta_HIv1_PredGene_g16485.t1	Mcavernosa24422-RA, Mcavernosa24429-RA
OG0005639	Pocillopora_acuta_HIv1_PredGene_g1836.t1, Pocillopora_acuta_HIv1_PredGene_g1839.t1	Mcavernosa10287-RA
OG0005640	Pocillopora_acuta_HIv1_PredGene_g28867.t1, Pocillopora_acuta_HIv1_PredGene_g28523.t1, Pocillopora_acuta_HIv1_PredGene_g6383.t1	Mcavernosa00435-RA
OG0005641	Pocillopora_acuta_HIv1_PredGene_g25557.t1	Mcavernosa31299-RA
OG0005642	Pocillopora_acuta_HIv1_PredGene_g32066.t1, Pocillopora_acuta_HIv1_PredGene_g31456.t1	Mcavernosa24885-RA
OG0005644	Pocillopora_acuta_HIv1_PredGene_g30091.t1	Mcavernosa32014-RA
OG0005645	Pocillopora_acuta_HIv1_PredGene_g4840.t1	Mcavernosa22810-RA
OG0005646	Pocillopora_acuta_HIv1_PredGene_g21877.t1	Mcavernosa04683-RA, Mcavernosa23815-RA
OG0005647	Pocillopora_acuta_HIv1_PredGene_g30338.t1, Pocillopora_acuta_HIv1_PredGene_31829_t	Mcavernosa27113-RA
OG0005648	Pocillopora_acuta_HIv1_PredGene_9020_t, Pocillopora_acuta_HIv1_PredGene_g14055.t1	Mcavernosa03456-RA
OG0005649	Pocillopora_acuta_HIv1_PredGene_g6797.t1	Mcavernosa00342-RA
OG0005650	Pocillopora_acuta_HIv1_PredGene_g17111.t1	Mcavernosa02604-RA
OG0005650	Pocillopora_acuta_HIv1_PredGene_g17110.t1, Pocillopora_acuta_HIv1_PredGene_g17109.t1	Mcavernosa02605-RA
OG0005651	Pocillopora_acuta_HIv1_PredGene_g30441.t1	Mcavernosa09007-RA
OG0005652	Pocillopora_acuta_HIv1_PredGene_g20408.t1	Mcavernosa23463-RA
OG0005653	Pocillopora_acuta_HIv1_PredGene_12438_t, Pocillopora_acuta_HIv1_PredGene_g240.t1	Mcavernosa03651-RA
OG0005655	Pocillopora_acuta_HIv1_PredGene_g19763.t1, Pocillopora_acuta_HIv1_PredGene_g19763.t3, Pocillopora_acuta_HIv1_PredGene_g19763.t2	Mcavernosa02485-RA
OG0005656	Pocillopora_acuta_HIv1_PredGene_12359_t, Pocillopora_acuta_HIv1_PredGene_g10091.t1	Mcavernosa10311-RA
OG0005657	Pocillopora_acuta_HIv1_PredGene_12358_t, Pocillopora_acuta_HIv1_PredGene_g10090.t1, Pocillopora_acuta_HIv1_PredGene_g10087.t1, Pocillopora_acuta_HIv1_PredGene_12357_t	Mcavernosa10310-RA
OG0005658	Pocillopora_acuta_HIv1_PredGene_12366_t, Pocillopora_acuta_HIv1_PredGene_g10099.t1	Mcavernosa04368-RA
OG0005659	Pocillopora_acuta_HIv1_PredGene_g22896.t1	Mcavernosa12231-RA
OG0005660	Pocillopora_acuta_HIv1_PredGene_g31606.t1	Mcavernosa21238-RA
OG0005661	Pocillopora_acuta_HIv1_PredGene_g24320.t1	Mcavernosa21164-RA
OG0005662	Pocillopora_acuta_HIv1_PredGene_g19535.t1, Pocillopora_acuta_HIv1_PredGene_g19534.t1, Pocillopora_acuta_HIv1_PredGene_g19533.t1	Mcavernosa12204-RA
OG0005663	Pocillopora_acuta_HIv1_PredGene_g38.t1	Mcavernosa12126-RA
OG0005664	Pocillopora_acuta_HIv1_PredGene_g18007.t1	Mcavernosa04097-RA
OG0005665	Pocillopora_acuta_HIv1_PredGene_g18877.t1	Mcavernosa07369-RA
OG0005666	Pocillopora_acuta_HIv1_PredGene_10521_t, Pocillopora_acuta_HIv1_PredGene_g3024.t1, Pocillopora_acuta_HIv1_PredGene_g21623.t1	Mcavernosa24480-RA
OG0005667	Pocillopora_acuta_HIv1_PredGene_g21618.t1, Pocillopora_acuta_HIv1_PredGene_g3029.t1	Mcavernosa24473-RA, Mcavernosa24474-RA
OG0005668	Pocillopora_acuta_HIv1_PredGene_g18346.t1	Mcavernosa04941-RA
OG0005670	Pocillopora_acuta_HIv1_PredGene_g5121.t1, Pocillopora_acuta_HIv1_PredGene_16815_t	Mcavernosa13388-RA
OG0005671	Pocillopora_acuta_HIv1_PredGene_g12898.t1	Mcavernosa33870-RA
OG0005674	Pocillopora_acuta_HIv1_PredGene_g2487.t1	Mcavernosa07828-RA
OG0005675	Pocillopora_acuta_HIv1_PredGene_g2476.t1, Pocillopora_acuta_HIv1_PredGene_g2476.t2	Mcavernosa07845-RA, Mcavernosa07846-RA
OG0005676	Pocillopora_acuta_HIv1_PredGene_g2477.t1	Mcavernosa07841-RA
OG0005677	Pocillopora_acuta_HIv1_PredGene_g3083.t1	Mcavernosa34043-RA
OG0005678	Pocillopora_acuta_HIv1_PredGene_g27107.t1	Mcavernosa11723-RA
OG0005679	Pocillopora_acuta_HIv1_PredGene_g25335.t1	Mcavernosa19359-RA
OG0005680	Pocillopora_acuta_HIv1_PredGene_g792.t2, Pocillopora_acuta_HIv1_PredGene_g792.t1	Mcavernosa19973-RA
OG0005682	Pocillopora_acuta_HIv1_PredGene_g9841.t1	Mcavernosa00260-RA, Mcavernosa00263-RA
OG0005683	Pocillopora_acuta_HIv1_PredGene_g15964.t1	Mcavernosa30190-RA, Mcavernosa30604-RA
OG0005684	Pocillopora_acuta_HIv1_PredGene_g12943.t1	Mcavernosa31040-RA
OG0005685	Pocillopora_acuta_HIv1_PredGene_g12944.t1	Mcavernosa31037-RA
OG0005686	Pocillopora_acuta_HIv1_PredGene_g2617.t2, Pocillopora_acuta_HIv1_PredGene_g2617.t1, Pocillopora_acuta_HIv1_PredGene_6071_t	Mcavernosa28123-RA
OG0005687	Pocillopora_acuta_HIv1_PredGene_g2618.t1	Mcavernosa28124-RA, Mcavernosa28125-RA
OG0005688	Pocillopora_acuta_HIv1_PredGene_g23033.t1	Mcavernosa28119-RA
OG0005689	Pocillopora_acuta_HIv1_PredGene_g20370.t1	Mcavernosa24605-RA
OG0005689	Pocillopora_acuta_HIv1_PredGene_g20371.t1	Mcavernosa24607-RA
OG0005690	Pocillopora_acuta_HIv1_PredGene_g1921.t1	Mcavernosa23334-RA
OG0005692	Pocillopora_acuta_HIv1_PredGene_g20379.t1	Mcavernosa24613-RA
OG0005693	Pocillopora_acuta_HIv1_PredGene_g6439.t1, Pocillopora_acuta_HIv1_PredGene_g6439.t2	Mcavernosa02040-RA
OG0005694	Pocillopora_acuta_HIv1_PredGene_g14022.t1	Mcavernosa02019-RA, Mcavernosa02017-RA, Mcavernosa02018-RA
OG0005695	Pocillopora_acuta_HIv1_PredGene_g14020.t1	Mcavernosa02023-RA
OG0005696	Pocillopora_acuta_HIv1_PredGene_g6438.t1, Pocillopora_acuta_HIv1_PredGene_g6438.t2, Pocillopora_acuta_HIv1_PredGene_g6438.t3	Mcavernosa02043-RA
OG0005697	Pocillopora_acuta_HIv1_PredGene_g14027.t1	Mcavernosa02012-RA
OG0005698	Pocillopora_acuta_HIv1_PredGene_g9391.t1	Mcavernosa11177-RA, Mcavernosa10827-RA
OG0005699	Pocillopora_acuta_HIv1_PredGene_g21862.t1, Pocillopora_acuta_HIv1_PredGene_g29264.t1, Pocillopora_acuta_HIv1_PredGene_g21865.t1	Mcavernosa22494-RA
OG0005700	Pocillopora_acuta_HIv1_PredGene_28552_t, Pocillopora_acuta_HIv1_PredGene_g27716.t1	Mcavernosa17068-RA
OG0005701	Pocillopora_acuta_HIv1_PredGene_g13864.t2, Pocillopora_acuta_HIv1_PredGene_g13864.t1	Mcavernosa06281-RA
OG0005702	Pocillopora_acuta_HIv1_PredGene_g19892.t1, Pocillopora_acuta_HIv1_PredGene_g13609.t1	Mcavernosa23916-RA
OG0005703	Pocillopora_acuta_HIv1_PredGene_g6090.t1, Pocillopora_acuta_HIv1_PredGene_g5045.t1	Mcavernosa10542-RA
OG0005705	Pocillopora_acuta_HIv1_PredGene_g6136.t1	Mcavernosa20733-RA
OG0005706	Pocillopora_acuta_HIv1_PredGene_g18539.t1	Mcavernosa19118-RA, Mcavernosa19121-RA
OG0005707	Pocillopora_acuta_HIv1_PredGene_g12416.t1, Pocillopora_acuta_HIv1_PredGene_g6874.t1, Pocillopora_acuta_HIv1_PredGene_14528_t	Mcavernosa17975-RA
OG0005708	Pocillopora_acuta_HIv1_PredGene_g25801.t1	Mcavernosa15525-RA, Mcavernosa01390-RA
OG0005709	Pocillopora_acuta_HIv1_PredGene_g21393.t1, Pocillopora_acuta_HIv1_PredGene_g21392.t1	Mcavernosa26865-RA
OG0005710	Pocillopora_acuta_HIv1_PredGene_g19104.t1	Mcavernosa06552-RA
OG0005711	Pocillopora_acuta_HIv1_PredGene_g5636.t1, Pocillopora_acuta_HIv1_PredGene_g5636.t2	Mcavernosa01200-RA, Mcavernosa01202-RA
OG0005712	Pocillopora_acuta_HIv1_PredGene_g5603.t1	Mcavernosa31526-RA, Mcavernosa29876-RA
OG0005713	Pocillopora_acuta_HIv1_PredGene_g31803.t1	Mcavernosa06470-RA, Mcavernosa06471-RA
OG0005714	Pocillopora_acuta_HIv1_PredGene_g31805.t2, Pocillopora_acuta_HIv1_PredGene_g31805.t1	Mcavernosa06473-RA
OG0005715	Pocillopora_acuta_HIv1_PredGene_g19727.t1, Pocillopora_acuta_HIv1_PredGene_g31807.t1	Mcavernosa06475-RA
OG0005716	Pocillopora_acuta_HIv1_PredGene_g5615.t1	Mcavernosa01183-RA, Mcavernosa01184-RA
OG0005717	Pocillopora_acuta_HIv1_PredGene_g29577.t1, Pocillopora_acuta_HIv1_PredGene_29232_t	Mcavernosa08620-RA, Mcavernosa08623-RA
OG0005718	Pocillopora_acuta_HIv1_PredGene_g9270.t1	Mcavernosa15303-RA, Mcavernosa15305-RA
OG0005719	Pocillopora_acuta_HIv1_PredGene_g21427.t1	Mcavernosa08269-RA
OG0005720	Pocillopora_acuta_HIv1_PredGene_g15061.t1	Mcavernosa01029-RA, Mcavernosa01030-RA
OG0005721	Pocillopora_acuta_HIv1_PredGene_g33352.t1	Mcavernosa22632-RA, Mcavernosa22631-RA
OG0005722	Pocillopora_acuta_HIv1_PredGene_g13638.t1, Pocillopora_acuta_HIv1_PredGene_g31278.t1	Mcavernosa04003-RA
OG0005723	Pocillopora_acuta_HIv1_PredGene_g19795.t3, Pocillopora_acuta_HIv1_PredGene_g19795.t1, Pocillopora_acuta_HIv1_PredGene_g19795.t2	Mcavernosa20543-RA
OG0005724	Pocillopora_acuta_HIv1_PredGene_g27854.t1	Mcavernosa25490-RA
OG0005725	Pocillopora_acuta_HIv1_PredGene_g22318.t1	Mcavernosa12402-RA
OG0005727	Pocillopora_acuta_HIv1_PredGene_g26338.t1	Mcavernosa09376-RA
OG0005728	Pocillopora_acuta_HIv1_PredGene_g28413.t1	Mcavernosa25448-RA
OG0005729	Pocillopora_acuta_HIv1_PredGene_g18662.t1	Mcavernosa23358-RA
OG0005730	Pocillopora_acuta_HIv1_PredGene_g28332.t1, Pocillopora_acuta_HIv1_PredGene_g28332.t2	Mcavernosa30744-RA
OG0005731	Pocillopora_acuta_HIv1_PredGene_g23026.t1	Mcavernosa28111-RA, Mcavernosa28112-RA
OG0005732	Pocillopora_acuta_HIv1_PredGene_g30818.t1	Mcavernosa02650-RA
