Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0007288	plut2.m8.32596.m1	Pocillopora_acuta_HIv1_PredGene_1728_t, Pocillopora_acuta_HIv1_PredGene_g1056.t1
OG0007289	plut2.m8.12085.m1	Pocillopora_acuta_HIv1_PredGene_g24316.t2, Pocillopora_acuta_HIv1_PredGene_g24316.t1
OG0007292	plut2.m8.5365.m1	Pocillopora_acuta_HIv1_PredGene_g6055.t1, Pocillopora_acuta_HIv1_PredGene_g13459.t1
OG0007293	plut2.m8.5374.m1	Pocillopora_acuta_HIv1_PredGene_g12641.t1, Pocillopora_acuta_HIv1_PredGene_g6045.t1
OG0007294	plut2.m8.5369.m1	Pocillopora_acuta_HIv1_PredGene_g30241.t1
OG0007295	plut2.m8.15081.m1	Pocillopora_acuta_HIv1_PredGene_g20276.t1, Pocillopora_acuta_HIv1_PredGene_g30756.t1
OG0007296	plut2.m8.3792.m1	Pocillopora_acuta_HIv1_PredGene_g19005.t1
OG0007297	plut2.m8.14477.m1	Pocillopora_acuta_HIv1_PredGene_g14994.t1
OG0007298	jamg1.model.Sc0000196.40	Pocillopora_acuta_HIv1_PredGene_g15001.t1
OG0007299	plut2.m8.22971.m1	Pocillopora_acuta_HIv1_PredGene_g6644.t1
OG0007300	plut2.m8.27800.m1	Pocillopora_acuta_HIv1_PredGene_g12178.t1
OG0007301	plut2.m8.5321.m1	Pocillopora_acuta_HIv1_PredGene_g10385.t1
OG0007302	plut2.m8.5327.m1	Pocillopora_acuta_HIv1_PredGene_g6394.t1, Pocillopora_acuta_HIv1_PredGene_g10393.t1
OG0007303	plut2.m8.5325.m1	Pocillopora_acuta_HIv1_PredGene_g10392.t1
OG0007304	plut2.m8.3024.m1	Pocillopora_acuta_HIv1_PredGene_g5663.t1
OG0007305	plut2.m8.2996.m1	Pocillopora_acuta_HIv1_PredGene_g5643.t1
OG0007307	plut2.m8.32376.m1	Pocillopora_acuta_HIv1_PredGene_g29743.t1, Pocillopora_acuta_HIv1_PredGene_g17293.t1
OG0007308	plut2.m8.16528.m1	Pocillopora_acuta_HIv1_PredGene_g13312.t1, Pocillopora_acuta_HIv1_PredGene_g13313.t1
OG0007309	plut2.m8.16519.m1	Pocillopora_acuta_HIv1_PredGene_g13311.t1
OG0007310	plut2.m8.23542.m1	Pocillopora_acuta_HIv1_PredGene_g27509.t1
OG0007311	plut2.m8.20993.m1	Pocillopora_acuta_HIv1_PredGene_g11040.t1, Pocillopora_acuta_HIv1_PredGene_g9197.t1
OG0007312	plut2.m8.20996.m1	Pocillopora_acuta_HIv1_PredGene_g9198.t1, Pocillopora_acuta_HIv1_PredGene_g11039.t1
OG0007314	plut2.m8.7889.m1	Pocillopora_acuta_HIv1_PredGene_g31255.t1, Pocillopora_acuta_HIv1_PredGene_g19501.t1
OG0007315	plut2.m8.1690.m1	Pocillopora_acuta_HIv1_PredGene_g13751.t1
OG0007316	plut2.m8.1691.m1	Pocillopora_acuta_HIv1_PredGene_g22954.t1, Pocillopora_acuta_HIv1_PredGene_g13710.t1
OG0007317	plut2.m8.20315.m1	Pocillopora_acuta_HIv1_PredGene_g1943.t1
OG0007318	plut2.m8.20306.m1, plut2.m8.20307.m1	Pocillopora_acuta_HIv1_PredGene_g1945.t1
OG0007319	plut2.m8.9645.m1	Pocillopora_acuta_HIv1_PredGene_g17611.t1
OG0007320	plut2.m8.788.m1	Pocillopora_acuta_HIv1_PredGene_g16864.t1
OG0007322	plut2.m8.17764.m1	Pocillopora_acuta_HIv1_PredGene_g16129.t1
OG0007323	plut2.m8.7989.m1	Pocillopora_acuta_HIv1_PredGene_g2994.t1, Pocillopora_acuta_HIv1_PredGene_10484_t
OG0007324	plut2.m8.7992.m1	Pocillopora_acuta_HIv1_PredGene_g2998.t1, Pocillopora_acuta_HIv1_PredGene_10488_t
OG0007325	plut2.m8.7987.m1	Pocillopora_acuta_HIv1_PredGene_g2997.t1
OG0007326	plut2.m8.7977.m1	Pocillopora_acuta_HIv1_PredGene_g21633.t1, Pocillopora_acuta_HIv1_PredGene_g3015.t1
OG0007327	plut2.m8.25564.m1	Pocillopora_acuta_HIv1_PredGene_g6213.t1
OG0007329	plut2.m8.24263.m1	Pocillopora_acuta_HIv1_PredGene_g30093.t1
OG0007330	plut2.m8.26457.m1	Pocillopora_acuta_HIv1_PredGene_g16216.t1
OG0007331	plut2.m8.24671.m1	Pocillopora_acuta_HIv1_PredGene_g3314.t1
OG0007332	plut2.m8.24667.m1	Pocillopora_acuta_HIv1_PredGene_17583_t, Pocillopora_acuta_HIv1_PredGene_g3313.t1
OG0007334	plut2.m8.12541.m1	Pocillopora_acuta_HIv1_PredGene_g23074.t1
OG0007335	plut2.m8.11398.m1	Pocillopora_acuta_HIv1_PredGene_g16480.t1
OG0007336	plut2.m8.14590.m1	Pocillopora_acuta_HIv1_PredGene_g5324.t1
OG0007337	plut2.m8.14593.m1	Pocillopora_acuta_HIv1_PredGene_g19661.t1
OG0007338	plut2.m8.23733.m1	Pocillopora_acuta_HIv1_PredGene_g6216.t1
OG0007339	plut2.m8.5454.m1	Pocillopora_acuta_HIv1_PredGene_g22386.t1
OG0007340	plut2.m8.14615.m1	Pocillopora_acuta_HIv1_PredGene_25142_t
OG0007341	plut2.m8.14605.m1	Pocillopora_acuta_HIv1_PredGene_g24065.t1, Pocillopora_acuta_HIv1_PredGene_g10348.t1
OG0007342	plut2.m8.14599.m1	Pocillopora_acuta_HIv1_PredGene_29043_t, Pocillopora_acuta_HIv1_PredGene_g10347.t1
OG0007343	plut2.m8.4821.m1	Pocillopora_acuta_HIv1_PredGene_g27934.t1
OG0007344	plut2.m8.10241.m1	Pocillopora_acuta_HIv1_PredGene_g27083.t1
OG0007345	plut2.m8.5230.m1	Pocillopora_acuta_HIv1_PredGene_g29898.t1
OG0007346	plut2.m8.5999.m1	Pocillopora_acuta_HIv1_PredGene_3067_t, Pocillopora_acuta_HIv1_PredGene_g31370.t1
OG0007347	plut2.m8.6339.m1	Pocillopora_acuta_HIv1_PredGene_25414_t, Pocillopora_acuta_HIv1_PredGene_g30555.t1
OG0007348	plut2.m8.7397.m1	Pocillopora_acuta_HIv1_PredGene_g33307.t1, Pocillopora_acuta_HIv1_PredGene_g33307.t2
OG0007349	plut2.m8.24810.m1	Pocillopora_acuta_HIv1_PredGene_g27552.t1
OG0007350	plut2.m8.25501.m1	Pocillopora_acuta_HIv1_PredGene_13592_t, Pocillopora_acuta_HIv1_PredGene_g19190.t1
OG0007351	plut2.m8.25503.m1	Pocillopora_acuta_HIv1_PredGene_g19191.t1, Pocillopora_acuta_HIv1_PredGene_g19191.t2
OG0007352	plut2.m8.25502.m1	Pocillopora_acuta_HIv1_PredGene_g19192.t1
OG0007354	plut2.m8.7222.m1	Pocillopora_acuta_HIv1_PredGene_g25731.t1
OG0007355	plut2.m8.7263.m1	Pocillopora_acuta_HIv1_PredGene_g17376.t1, Pocillopora_acuta_HIv1_PredGene_g29654.t1
OG0007356	plut2.m8.7264.m1	Pocillopora_acuta_HIv1_PredGene_g17375.t1, Pocillopora_acuta_HIv1_PredGene_g29655.t1
OG0007357	jamg1.model.Sc0000072.53	Pocillopora_acuta_HIv1_PredGene_g17351.t1
OG0007358	plut2.m8.7234.m1	Pocillopora_acuta_HIv1_PredGene_g29674.t1, Pocillopora_acuta_HIv1_PredGene_g17348.t1
OG0007359	plut2.m8.7230.m1	Pocillopora_acuta_HIv1_PredGene_g29676.t1, Pocillopora_acuta_HIv1_PredGene_g17346.t1
OG0007361	plut2.m8.7256.m1	Pocillopora_acuta_HIv1_PredGene_g17354.t1, Pocillopora_acuta_HIv1_PredGene_g29669.t1
OG0007362	plut2.m8.7918.m1	Pocillopora_acuta_HIv1_PredGene_g20915.t1
OG0007363	plut2.m8.7904.m1	Pocillopora_acuta_HIv1_PredGene_g20927.t1
OG0007364	plut2.m8.7588.m1	Pocillopora_acuta_HIv1_PredGene_19084_t, Pocillopora_acuta_HIv1_PredGene_g20936.t1
OG0007365	plut2.m8.1246.m1	Pocillopora_acuta_HIv1_PredGene_3292_t, Pocillopora_acuta_HIv1_PredGene_g9116.t1
OG0007366	plut2.m8.1245.m1	Pocillopora_acuta_HIv1_PredGene_3290_t, Pocillopora_acuta_HIv1_PredGene_g9115.t1
OG0007367	plut2.m8.13890.m1	Pocillopora_acuta_HIv1_PredGene_g31816.t1, Pocillopora_acuta_HIv1_PredGene_g31816.t2
OG0007368	plut2.m8.13883.m1	Pocillopora_acuta_HIv1_PredGene_g31815.t1
OG0007370	plut2.m8.1622.m1	Pocillopora_acuta_HIv1_PredGene_26735_t, Pocillopora_acuta_HIv1_PredGene_g31822.t1
OG0007371	plut2.m8.1627.m1	Pocillopora_acuta_HIv1_PredGene_g23014.t1
OG0007372	plut2.m8.824.m1	Pocillopora_acuta_HIv1_PredGene_g20647.t1
OG0007373	plut2.m8.837.m1	Pocillopora_acuta_HIv1_PredGene_26997_t, Pocillopora_acuta_HIv1_PredGene_g20642.t1
OG0007375	plut2.m8.12545.m1	Pocillopora_acuta_HIv1_PredGene_g24707.t1
OG0007376	plut2.m8.12881.m1	Pocillopora_acuta_HIv1_PredGene_g13744.t1
OG0007377	plut2.m8.12869.m1	Pocillopora_acuta_HIv1_PredGene_g22970.t1, Pocillopora_acuta_HIv1_PredGene_16898_t
OG0007378	plut2.m8.7766.m1	Pocillopora_acuta_HIv1_PredGene_g11300.t1
OG0007379	plut2.m8.4431.m1	Pocillopora_acuta_HIv1_PredGene_g22735.t1, Pocillopora_acuta_HIv1_PredGene_g22735.t2
OG0007380	plut2.m8.24588.m1, plut2.m8.30994.m1, plut2.m8.23398.m1	Pocillopora_acuta_HIv1_PredGene_g5086.t1
OG0007381	plut2.m8.1018.m1	Pocillopora_acuta_HIv1_PredGene_g10021.t1
OG0007382	plut2.m8.19897.m1	Pocillopora_acuta_HIv1_PredGene_g16751.t1
OG0007383	plut2.m8.19896.m1	Pocillopora_acuta_HIv1_PredGene_g16766.t1
OG0007384	plut2.m8.8436.m1	Pocillopora_acuta_HIv1_PredGene_16001_t, Pocillopora_acuta_HIv1_PredGene_g361.t1
OG0007386	plut2.m8.9884.m1	Pocillopora_acuta_HIv1_PredGene_16020_t, Pocillopora_acuta_HIv1_PredGene_g380.t1
OG0007387	plut2.m8.8430.m1	Pocillopora_acuta_HIv1_PredGene_g366.t1
OG0007390	plut2.m8.12354.m1, plut2.m8.12352.m1	Pocillopora_acuta_HIv1_PredGene_g27178.t1
OG0007391	plut2.m8.12347.m1	Pocillopora_acuta_HIv1_PredGene_g27186.t1
OG0007392	jamg1.model.Sc0000001.214	Pocillopora_acuta_HIv1_PredGene_g33448.t1
OG0007393	plut2.m8.6006.m1	Pocillopora_acuta_HIv1_PredGene_g33442.t1
OG0007394	plut2.m8.20022.m1	Pocillopora_acuta_HIv1_PredGene_g25336.t1
OG0007395	plut2.m8.9589.m1	Pocillopora_acuta_HIv1_PredGene_g25789.t1, Pocillopora_acuta_HIv1_PredGene_g4501.t1
OG0007396	plut2.m8.13899.m1	Pocillopora_acuta_HIv1_PredGene_g31827.t1
OG0007397	plut2.m8.15258.m1	Pocillopora_acuta_HIv1_PredGene_9531_t, Pocillopora_acuta_HIv1_PredGene_g24504.t1
OG0007398	plut2.m8.15275.m1	Pocillopora_acuta_HIv1_PredGene_g24508.t1
OG0007399	plut2.m8.17714.m1	Pocillopora_acuta_HIv1_PredGene_g9487.t1
OG0007401	plut2.m8.5956.m1	Pocillopora_acuta_HIv1_PredGene_g22580.t1
OG0007402	plut2.m8.11596.m1	Pocillopora_acuta_HIv1_PredGene_g18836.t1
OG0007403	plut2.m8.11606.m1	Pocillopora_acuta_HIv1_PredGene_g18839.t1
OG0007404	plut2.m8.11601.m1	Pocillopora_acuta_HIv1_PredGene_g18831.t1
OG0007405	plut2.m8.15758.m1	Pocillopora_acuta_HIv1_PredGene_g18853.t1
OG0007406	plut2.m8.1329.m1, plut2.m8.15747.m1	Pocillopora_acuta_HIv1_PredGene_g18857.t1
OG0007407	plut2.m8.11595.m1	Pocillopora_acuta_HIv1_PredGene_g18834.t1
OG0007408	plut2.m8.25115.m1	Pocillopora_acuta_HIv1_PredGene_g18860.t1, Pocillopora_acuta_HIv1_PredGene_12069_t
OG0007409	plut2.m8.11607.m1	Pocillopora_acuta_HIv1_PredGene_g18843.t1
OG0007410	plut2.m8.8947.m1, plut2.m8.8950.m1	Pocillopora_acuta_HIv1_PredGene_g32463.t1, Pocillopora_acuta_HIv1_PredGene_g32465.t1
OG0007412	plut2.m8.6377.m1	Pocillopora_acuta_HIv1_PredGene_g30567.t1
OG0007413	plut2.m8.11116.m1	Pocillopora_acuta_HIv1_PredGene_g32649.t1
OG0007414	plut2.m8.11111.m1	Pocillopora_acuta_HIv1_PredGene_g32654.t1
OG0007416	plut2.m8.8382.m1	Pocillopora_acuta_HIv1_PredGene_g7848.t1
OG0007417	plut2.m8.16531.m1, plut2.m8.16530.m1	Pocillopora_acuta_HIv1_PredGene_g13304.t1
OG0007418	plut2.m8.16529.m1	Pocillopora_acuta_HIv1_PredGene_g13305.t1
OG0007419	plut2.m8.3056.m1	Pocillopora_acuta_HIv1_PredGene_g12812.t1
OG0007420	plut2.m8.3049.m1	Pocillopora_acuta_HIv1_PredGene_g12815.t1
OG0007421	plut2.m8.28462.m1	Pocillopora_acuta_HIv1_PredGene_g26458.t1, Pocillopora_acuta_HIv1_PredGene_g28845.t1
OG0007422	plut2.m8.18519.m1	Pocillopora_acuta_HIv1_PredGene_g22863.t2, Pocillopora_acuta_HIv1_PredGene_g22863.t1
OG0007423	plut2.m8.25074.m1	Pocillopora_acuta_HIv1_PredGene_6515_t, Pocillopora_acuta_HIv1_PredGene_g22900.t1
OG0007425	plut2.m8.20424.m1	Pocillopora_acuta_HIv1_PredGene_g22275.t1, Pocillopora_acuta_HIv1_PredGene_29265_t
OG0007426	plut2.m8.18523.m1	Pocillopora_acuta_HIv1_PredGene_g22845.t1, Pocillopora_acuta_HIv1_PredGene_6460_t
OG0007427	plut2.m8.21048.m1	Pocillopora_acuta_HIv1_PredGene_g22828.t1
OG0007427	plut2.m8.21047.m1	Pocillopora_acuta_HIv1_PredGene_g22830.t1
OG0007428	plut2.m8.14970.m1	Pocillopora_acuta_HIv1_PredGene_g29133.t1, Pocillopora_acuta_HIv1_PredGene_g29133.t2
OG0007429	plut2.m8.1111.m1	Pocillopora_acuta_HIv1_PredGene_g18378.t1
OG0007430	plut2.m8.17951.m1	Pocillopora_acuta_HIv1_PredGene_g28874.t1, Pocillopora_acuta_HIv1_PredGene_g6376.t1
OG0007431	plut2.m8.32773.m1	Pocillopora_acuta_HIv1_PredGene_g28881.t1, Pocillopora_acuta_HIv1_PredGene_g6371.t1
OG0007433	plut2.m8.16898.m1	Pocillopora_acuta_HIv1_PredGene_2634_t, Pocillopora_acuta_HIv1_PredGene_g711.t1
OG0007434	plut2.m8.2735.m1	Pocillopora_acuta_HIv1_PredGene_g7519.t1
OG0007435	plut2.m8.30034.m1	Pocillopora_acuta_HIv1_PredGene_g14077.t1
OG0007436	plut2.m8.23514.m1	Pocillopora_acuta_HIv1_PredGene_g20574.t1, Pocillopora_acuta_HIv1_PredGene_g14195.t1, Pocillopora_acuta_HIv1_PredGene_g15338.t1
OG0007437	plut2.m8.5905.m1	Pocillopora_acuta_HIv1_PredGene_g9674.t1, Pocillopora_acuta_HIv1_PredGene_14019_t
OG0007438	plut2.m8.12972.m1	Pocillopora_acuta_HIv1_PredGene_g1178.t1
OG0007439	plut2.m8.12969.m1	Pocillopora_acuta_HIv1_PredGene_g1179.t1
OG0007440	plut2.m8.14142.m1	Pocillopora_acuta_HIv1_PredGene_g3653.t1, Pocillopora_acuta_HIv1_PredGene_g22592.t1
OG0007441	plut2.m8.11861.m1	Pocillopora_acuta_HIv1_PredGene_g28020.t1, Pocillopora_acuta_HIv1_PredGene_g28020.t2
OG0007442	plut2.m8.10855.m1	Pocillopora_acuta_HIv1_PredGene_3431_t, Pocillopora_acuta_HIv1_PredGene_g14979.t1
OG0007443	plut2.m8.10863.m1	Pocillopora_acuta_HIv1_PredGene_g14974.t1, Pocillopora_acuta_HIv1_PredGene_3425_t
OG0007444	plut2.m8.10450.m1	Pocillopora_acuta_HIv1_PredGene_g8520.t1
OG0007445	plut2.m8.10451.m1	Pocillopora_acuta_HIv1_PredGene_g8521.t1, Pocillopora_acuta_HIv1_PredGene_11311_t
OG0007446	plut2.m8.10455.m1	Pocillopora_acuta_HIv1_PredGene_g8518.t1
OG0007447	plut2.m8.22945.m1	Pocillopora_acuta_HIv1_PredGene_g15946.t1
OG0007449	plut2.m8.16211.m1	Pocillopora_acuta_HIv1_PredGene_g11229.t2, Pocillopora_acuta_HIv1_PredGene_g11229.t1
OG0007452	plut2.m8.386.m1	Pocillopora_acuta_HIv1_PredGene_g8944.t1
OG0007453	jamg1.model.Sc0000002.25	Pocillopora_acuta_HIv1_PredGene_g15821.t1
OG0007454	plut2.m8.2091.m1	Pocillopora_acuta_HIv1_PredGene_g23701.t1
OG0007455	plut2.m8.480.m1	Pocillopora_acuta_HIv1_PredGene_g23568.t1
OG0007456	plut2.m8.2085.m1	Pocillopora_acuta_HIv1_PredGene_9973_t
OG0007457	plut2.m8.32424.m1	Pocillopora_acuta_HIv1_PredGene_11639_t, Pocillopora_acuta_HIv1_PredGene_g1268.t1
OG0007458	plut2.m8.29537.m1, plut2.m8.23566.m1	Pocillopora_acuta_HIv1_PredGene_g17696.t1
OG0007460	plut2.m8.32325.m1, plut2.m8.32327.m1, plut2.m8.32322.m1	Pocillopora_acuta_HIv1_PredGene_g9856.t1
OG0007461	plut2.m8.32324.m1	Pocillopora_acuta_HIv1_PredGene_g9854.t1, Pocillopora_acuta_HIv1_PredGene_15097_t
OG0007462	plut2.m8.18540.m1	Pocillopora_acuta_HIv1_PredGene_12344_t, Pocillopora_acuta_HIv1_PredGene_g10077.t1
OG0007463	plut2.m8.18546.m1	Pocillopora_acuta_HIv1_PredGene_g10075.t2, Pocillopora_acuta_HIv1_PredGene_g10075.t1
OG0007464	plut2.m8.8685.m1	Pocillopora_acuta_HIv1_PredGene_g14802.t1
OG0007467	plut2.m8.32129.m1	Pocillopora_acuta_HIv1_PredGene_g8091.t1, Pocillopora_acuta_HIv1_PredGene_g18929.t1, Pocillopora_acuta_HIv1_PredGene_g22433.t1
OG0007469	plut2.m8.28483.m1	Pocillopora_acuta_HIv1_PredGene_g24950.t1
OG0007470	plut2.m8.28491.m1	Pocillopora_acuta_HIv1_PredGene_g24954.t1
OG0007474	plut2.m8.19445.m1	Pocillopora_acuta_HIv1_PredGene_g12828.t1, Pocillopora_acuta_HIv1_PredGene_9314_t
OG0007475	plut2.m8.21127.m1, plut2.m8.30491.m1	Pocillopora_acuta_HIv1_PredGene_g28964.t1
OG0007476	plut2.m8.23024.m1	Pocillopora_acuta_HIv1_PredGene_g21407.t1
OG0007477	plut2.m8.5414.m1	Pocillopora_acuta_HIv1_PredGene_g6491.t2, Pocillopora_acuta_HIv1_PredGene_g6491.t1
OG0007478	plut2.m8.5427.m1	Pocillopora_acuta_HIv1_PredGene_5744_t, Pocillopora_acuta_HIv1_PredGene_g6490.t1
OG0007480	plut2.m8.5424.m1	Pocillopora_acuta_HIv1_PredGene_g6489.t1
OG0007481	plut2.m8.15300.m1	Pocillopora_acuta_HIv1_PredGene_g15471.t1
OG0007482	plut2.m8.17778.m1	Pocillopora_acuta_HIv1_PredGene_g28631.t1
OG0007483	plut2.m8.10193.m1	Pocillopora_acuta_HIv1_PredGene_g7762.t1
OG0007484	plut2.m8.10167.m1	Pocillopora_acuta_HIv1_PredGene_g7782.t1
OG0007485	plut2.m8.6718.m1	Pocillopora_acuta_HIv1_PredGene_g4341.t1
OG0007486	plut2.m8.10186.m1	Pocillopora_acuta_HIv1_PredGene_g7765.t1, Pocillopora_acuta_HIv1_PredGene_g7765.t2
OG0007487	plut2.m8.10169.m1	Pocillopora_acuta_HIv1_PredGene_g7781.t1
OG0007488	plut2.m8.10163.m1	Pocillopora_acuta_HIv1_PredGene_g7776.t1
OG0007490	plut2.m8.29691.m1	Pocillopora_acuta_HIv1_PredGene_g5368.t1
OG0007491	plut2.m8.29690.m1	Pocillopora_acuta_HIv1_PredGene_14968_t, Pocillopora_acuta_HIv1_PredGene_g5363.t1
OG0007492	plut2.m8.19583.m1	Pocillopora_acuta_HIv1_PredGene_g2777.t1
OG0007493	plut2.m8.33040.m1, plut2.m8.33035.m1	Pocillopora_acuta_HIv1_PredGene_g5353.t1
OG0007494	plut2.m8.19573.m1	Pocillopora_acuta_HIv1_PredGene_g2780.t1
OG0007495	plut2.m8.7729.m1	Pocillopora_acuta_HIv1_PredGene_g21091.t1, Pocillopora_acuta_HIv1_PredGene_g9374.t1
OG0007496	plut2.m8.10061.m1	Pocillopora_acuta_HIv1_PredGene_g26020.t1
OG0007497	plut2.m8.30754.m1, plut2.m8.31712.m1, plut2.m8.22241.m1	Pocillopora_acuta_HIv1_PredGene_g8357.t1
OG0007498	plut2.m8.24624.m1	Pocillopora_acuta_HIv1_PredGene_g26734.t1
OG0007500	plut2.m8.21033.m1	Pocillopora_acuta_HIv1_PredGene_g30751.t1, Pocillopora_acuta_HIv1_PredGene_g20267.t1
OG0007501	plut2.m8.8675.m1	Pocillopora_acuta_HIv1_PredGene_g14808.t1
OG0007502	plut2.m8.1005.m1	Pocillopora_acuta_HIv1_PredGene_g10017.t1
OG0007503	plut2.m8.1004.m1	Pocillopora_acuta_HIv1_PredGene_g10028.t1
OG0007504	jamg1.model.Sc0000368.1	Pocillopora_acuta_HIv1_PredGene_g16737.t1
OG0007505	plut2.m8.19077.m1	Pocillopora_acuta_HIv1_PredGene_g16228.t1
OG0007506	plut2.m8.19067.m1	Pocillopora_acuta_HIv1_PredGene_g11078.t1, Pocillopora_acuta_HIv1_PredGene_g20010.t1, Pocillopora_acuta_HIv1_PredGene_g16624.t1
OG0007508	plut2.m8.9375.m1	Pocillopora_acuta_HIv1_PredGene_7726_t, Pocillopora_acuta_HIv1_PredGene_g9246.t1
OG0007509	plut2.m8.9388.m1	Pocillopora_acuta_HIv1_PredGene_g9260.t1, Pocillopora_acuta_HIv1_PredGene_g9263.t1
OG0007510	plut2.m8.5143.m1	Pocillopora_acuta_HIv1_PredGene_g9212.t1
OG0007511	plut2.m8.2236.m1	Pocillopora_acuta_HIv1_PredGene_g4534.t1, Pocillopora_acuta_HIv1_PredGene_24522_t
OG0007512	plut2.m8.2233.m1	Pocillopora_acuta_HIv1_PredGene_g4537.t1
OG0007513	plut2.m8.2238.m1	Pocillopora_acuta_HIv1_PredGene_g4535.t1
OG0007514	plut2.m8.2239.m1	Pocillopora_acuta_HIv1_PredGene_g4531.t1
OG0007515	plut2.m8.2245.m1	Pocillopora_acuta_HIv1_PredGene_g4528.t1
OG0007516	plut2.m8.22636.m1	Pocillopora_acuta_HIv1_PredGene_g4744.t1
OG0007517	plut2.m8.17630.m1	Pocillopora_acuta_HIv1_PredGene_g11994.t1
OG0007518	plut2.m8.15073.m1	Pocillopora_acuta_HIv1_PredGene_g12883.t1
OG0007519	plut2.m8.9160.m1	Pocillopora_acuta_HIv1_PredGene_g26697.t1
OG0007520	plut2.m8.16495.m1	Pocillopora_acuta_HIv1_PredGene_g24048.t1
OG0007521	plut2.m8.8973.m1	Pocillopora_acuta_HIv1_PredGene_g8883.t1, Pocillopora_acuta_HIv1_PredGene_26382_t
OG0007522	plut2.m8.16479.m1, plut2.m8.16480.m1	Pocillopora_acuta_HIv1_PredGene_g24047.t1
OG0007523	plut2.m8.10234.m1	Pocillopora_acuta_HIv1_PredGene_g27082.t1, Pocillopora_acuta_HIv1_PredGene_g25195.t1
OG0007524	plut2.m8.4228.m1	Pocillopora_acuta_HIv1_PredGene_g26876.t1, Pocillopora_acuta_HIv1_PredGene_g26876.t2
OG0007525	plut2.m8.22757.m1	Pocillopora_acuta_HIv1_PredGene_g26948.t2, Pocillopora_acuta_HIv1_PredGene_g26948.t1
OG0007526	plut2.m8.15484.m1	Pocillopora_acuta_HIv1_PredGene_g3910.t1
OG0007528	plut2.m8.6634.m1	Pocillopora_acuta_HIv1_PredGene_g2536.t1
OG0007529	plut2.m8.6636.m1	Pocillopora_acuta_HIv1_PredGene_g2538.t1
OG0007530	plut2.m8.6637.m1	Pocillopora_acuta_HIv1_PredGene_g2532.t1, Pocillopora_acuta_HIv1_PredGene_g2532.t2
OG0007531	jamg1.model.Sc0000072.103	Pocillopora_acuta_HIv1_PredGene_g28717.t1, Pocillopora_acuta_HIv1_PredGene_g8824.t1
OG0007532	plut2.m8.17791.m1	Pocillopora_acuta_HIv1_PredGene_31224_t, Pocillopora_acuta_HIv1_PredGene_g16137.t1
OG0007533	plut2.m8.17784.m1	Pocillopora_acuta_HIv1_PredGene_28906_t, Pocillopora_acuta_HIv1_PredGene_g18510.t1
OG0007535	plut2.m8.14744.m1	Pocillopora_acuta_HIv1_PredGene_g33342.t1
OG0007536	plut2.m8.16979.m1	Pocillopora_acuta_HIv1_PredGene_5229_t, Pocillopora_acuta_HIv1_PredGene_g32704.t1
OG0007537	plut2.m8.19657.m1	Pocillopora_acuta_HIv1_PredGene_g4065.t1
OG0007538	plut2.m8.16649.m1	Pocillopora_acuta_HIv1_PredGene_g30107.t1
OG0007539	plut2.m8.16657.m1, plut2.m8.33179.m1	Pocillopora_acuta_HIv1_PredGene_g26042.t1
OG0007540	plut2.m8.6387.m1	Pocillopora_acuta_HIv1_PredGene_g26055.t1
OG0007541	plut2.m8.6390.m1	Pocillopora_acuta_HIv1_PredGene_g26054.t1
OG0007542	plut2.m8.15098.m1	Pocillopora_acuta_HIv1_PredGene_g30676.t1
OG0007543	plut2.m8.19706.m1	Pocillopora_acuta_HIv1_PredGene_g27289.t1
OG0007544	jamg1.model.Sc0000347.14	Pocillopora_acuta_HIv1_PredGene_g27291.t1
OG0007545	plut2.m8.19527.m1	Pocillopora_acuta_HIv1_PredGene_g12528.t1, Pocillopora_acuta_HIv1_PredGene_27865_t
OG0007547	plut2.m8.19714.m1	Pocillopora_acuta_HIv1_PredGene_g27281.t1, Pocillopora_acuta_HIv1_PredGene_g26239.t1
OG0007548	plut2.m8.19721.m1	Pocillopora_acuta_HIv1_PredGene_g27283.t1, Pocillopora_acuta_HIv1_PredGene_g26235.t1
OG0007549	plut2.m8.2524.m1	Pocillopora_acuta_HIv1_PredGene_g17881.t1, Pocillopora_acuta_HIv1_PredGene_g21832.t1
OG0007550	plut2.m8.9643.m1	Pocillopora_acuta_HIv1_PredGene_g17606.t1
OG0007551	plut2.m8.9655.m1	Pocillopora_acuta_HIv1_PredGene_g17605.t1, Pocillopora_acuta_HIv1_PredGene_g17605.t2
OG0007552	plut2.m8.9649.m1	Pocillopora_acuta_HIv1_PredGene_g17601.t1
OG0007553	plut2.m8.9651.m1	Pocillopora_acuta_HIv1_PredGene_g17599.t1
OG0007554	plut2.m8.14526.m1	Pocillopora_acuta_HIv1_PredGene_g24449.t1
OG0007555	plut2.m8.3210.m1	Pocillopora_acuta_HIv1_PredGene_g12036.t1
OG0007556	plut2.m8.21849.m1	Pocillopora_acuta_HIv1_PredGene_g14131.t1, Pocillopora_acuta_HIv1_PredGene_g14131.t2
OG0007559	plut2.m8.1232.m1	Pocillopora_acuta_HIv1_PredGene_g9105.t1, Pocillopora_acuta_HIv1_PredGene_3281_t
OG0007560	plut2.m8.1240.m1	Pocillopora_acuta_HIv1_PredGene_g9111.t1
OG0007561	plut2.m8.1237.m1	Pocillopora_acuta_HIv1_PredGene_g9107.t1
OG0007562	plut2.m8.2346.m1	Pocillopora_acuta_HIv1_PredGene_g28292.t1
