Orthogroup	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0006585	Pocillopora_acuta_HIv1_PredGene_g30286.t1	plut2.m8.14885.m1
OG0006586	Pocillopora_acuta_HIv1_PredGene_g6186.t2, Pocillopora_acuta_HIv1_PredGene_g6186.t1, Pocillopora_acuta_HIv1_PredGene_g6186.t3	plut2.m8.14754.m1
OG0006587	Pocillopora_acuta_HIv1_PredGene_g21320.t2, Pocillopora_acuta_HIv1_PredGene_g21320.t1	plut2.m8.29645.m1
OG0006588	Pocillopora_acuta_HIv1_PredGene_g115.t1	plut2.m8.17800.m1
OG0006588	Pocillopora_acuta_HIv1_PredGene_g5827.t1, Pocillopora_acuta_HIv1_PredGene_g5840.t1, Pocillopora_acuta_HIv1_PredGene_g5850.t1, Pocillopora_acuta_HIv1_PredGene_g10976.t1	jamg1.model.Sc0000654.3
OG0006589	Pocillopora_acuta_HIv1_PredGene_g28182.t1	plut2.m8.3171.m1
OG0006590	Pocillopora_acuta_HIv1_PredGene_g16668.t1	plut2.m8.8146.m1
OG0006591	Pocillopora_acuta_HIv1_PredGene_g28566.t1	plut2.m8.26583.m1
OG0006593	Pocillopora_acuta_HIv1_PredGene_23934_t, Pocillopora_acuta_HIv1_PredGene_g13832.t1	plut2.m8.13074.m1
OG0006594	Pocillopora_acuta_HIv1_PredGene_g14707.t1	plut2.m8.13436.m1
OG0006595	Pocillopora_acuta_HIv1_PredGene_g11170.t1, Pocillopora_acuta_HIv1_PredGene_g9876.t1	plut2.m8.5041.m1
OG0006597	Pocillopora_acuta_HIv1_PredGene_g23340.t2, Pocillopora_acuta_HIv1_PredGene_g23340.t1	plut2.m8.4639.m1
OG0006598	Pocillopora_acuta_HIv1_PredGene_g23341.t1	plut2.m8.4648.m1
OG0006599	Pocillopora_acuta_HIv1_PredGene_g11614.t1, Pocillopora_acuta_HIv1_PredGene_25970_t	plut2.m8.15665.m1
OG0006600	Pocillopora_acuta_HIv1_PredGene_g13206.t2, Pocillopora_acuta_HIv1_PredGene_g13206.t1	plut2.m8.9236.m1
OG0006602	Pocillopora_acuta_HIv1_PredGene_g13199.t1	plut2.m8.9240.m1, plut2.m8.9239.m1
OG0006603	Pocillopora_acuta_HIv1_PredGene_g15272.t1, Pocillopora_acuta_HIv1_PredGene_g15272.t2	plut2.m8.16309.m1
OG0006604	Pocillopora_acuta_HIv1_PredGene_g16408.t1, Pocillopora_acuta_HIv1_PredGene_g21872.t1	plut2.m8.16313.m1
OG0006606	Pocillopora_acuta_HIv1_PredGene_g19532.t1	plut2.m8.23253.m1
OG0006607	Pocillopora_acuta_HIv1_PredGene_g32145.t1, Pocillopora_acuta_HIv1_PredGene_g29237.t1	plut2.m8.23260.m1
OG0006608	Pocillopora_acuta_HIv1_PredGene_g9922.t1, Pocillopora_acuta_HIv1_PredGene_g30038.t1	plut2.m8.22164.m1
OG0006609	Pocillopora_acuta_HIv1_PredGene_g2465.t1	plut2.m8.21724.m1
OG0006610	Pocillopora_acuta_HIv1_PredGene_g2466.t2, Pocillopora_acuta_HIv1_PredGene_g2466.t1, Pocillopora_acuta_HIv1_PredGene_5929_t	plut2.m8.21727.m1
OG0006612	Pocillopora_acuta_HIv1_PredGene_g11632.t2, Pocillopora_acuta_HIv1_PredGene_g11632.t1	plut2.m8.25316.m1
OG0006613	Pocillopora_acuta_HIv1_PredGene_g29080.t1, Pocillopora_acuta_HIv1_PredGene_g13679.t1, Pocillopora_acuta_HIv1_PredGene_g9996.t1	plut2.m8.25187.m1
OG0006614	Pocillopora_acuta_HIv1_PredGene_g14766.t1, Pocillopora_acuta_HIv1_PredGene_g14768.t1	plut2.m8.25768.m1
OG0006615	Pocillopora_acuta_HIv1_PredGene_g19680.t1	plut2.m8.24326.m1
OG0006616	Pocillopora_acuta_HIv1_PredGene_g18228.t1	plut2.m8.22507.m1, plut2.m8.23177.m1
OG0006617	Pocillopora_acuta_HIv1_PredGene_g23084.t1	plut2.m8.12556.m1
OG0006618	Pocillopora_acuta_HIv1_PredGene_g19547.t1, Pocillopora_acuta_HIv1_PredGene_g27954.t1, Pocillopora_acuta_HIv1_PredGene_g32326.t1	plut2.m8.20611.m1
OG0006619	Pocillopora_acuta_HIv1_PredGene_g23083.t2, Pocillopora_acuta_HIv1_PredGene_g23083.t1	plut2.m8.20610.m1
OG0006620	Pocillopora_acuta_HIv1_PredGene_g550.t1, Pocillopora_acuta_HIv1_PredGene_g2657.t1, Pocillopora_acuta_HIv1_PredGene_g2657.t2	plut2.m8.21516.m1
OG0006621	Pocillopora_acuta_HIv1_PredGene_g29076.t1, Pocillopora_acuta_HIv1_PredGene_26721_t, Pocillopora_acuta_HIv1_PredGene_g13683.t1, Pocillopora_acuta_HIv1_PredGene_g10000.t1	plut2.m8.16996.m1
OG0006622	Pocillopora_acuta_HIv1_PredGene_g26181.t1, Pocillopora_acuta_HIv1_PredGene_g15228.t1	plut2.m8.847.m1
OG0006623	Pocillopora_acuta_HIv1_PredGene_g21859.t1, Pocillopora_acuta_HIv1_PredGene_g11446.t1, Pocillopora_acuta_HIv1_PredGene_g11446.t2	plut2.m8.2577.m1
OG0006624	Pocillopora_acuta_HIv1_PredGene_g19871.t1, Pocillopora_acuta_HIv1_PredGene_g19439.t1	plut2.m8.10352.m1
OG0006625	Pocillopora_acuta_HIv1_PredGene_g28166.t1, Pocillopora_acuta_HIv1_PredGene_g12094.t1	plut2.m8.3214.m1
OG0006626	Pocillopora_acuta_HIv1_PredGene_g22095.t2, Pocillopora_acuta_HIv1_PredGene_g22095.t1	plut2.m8.26505.m1
OG0006627	Pocillopora_acuta_HIv1_PredGene_g13390.t1, Pocillopora_acuta_HIv1_PredGene_g11066.t1	plut2.m8.11232.m1
OG0006628	Pocillopora_acuta_HIv1_PredGene_g11072.t1, Pocillopora_acuta_HIv1_PredGene_g20018.t1	plut2.m8.11223.m1
OG0006629	Pocillopora_acuta_HIv1_PredGene_g21758.t1	plut2.m8.25821.m1
OG0006630	Pocillopora_acuta_HIv1_PredGene_g10273.t1, Pocillopora_acuta_HIv1_PredGene_g10273.t2	plut2.m8.11390.m1
OG0006631	Pocillopora_acuta_HIv1_PredGene_g10909.t1	plut2.m8.9494.m1
OG0006632	Pocillopora_acuta_HIv1_PredGene_g23650.t1, Pocillopora_acuta_HIv1_PredGene_g23651.t1	plut2.m8.2129.m1
OG0006633	Pocillopora_acuta_HIv1_PredGene_g23665.t1	plut2.m8.2116.m1
OG0006634	Pocillopora_acuta_HIv1_PredGene_g23626.t1	plut2.m8.2121.m1
OG0006636	Pocillopora_acuta_HIv1_PredGene_20668_t, Pocillopora_acuta_HIv1_PredGene_g29337.t1	plut2.m8.8403.m1, plut2.m8.11225.m1
OG0006637	Pocillopora_acuta_HIv1_PredGene_g29321.t1	plut2.m8.17399.m1
OG0006638	Pocillopora_acuta_HIv1_PredGene_g6297.t1	plut2.m8.19944.m1
OG0006639	Pocillopora_acuta_HIv1_PredGene_g11958.t1	plut2.m8.3381.m1, plut2.m8.3382.m1
OG0006640	Pocillopora_acuta_HIv1_PredGene_g27342.t1	plut2.m8.5304.m1
OG0006642	Pocillopora_acuta_HIv1_PredGene_g25322.t1	plut2.m8.19771.m1
OG0006643	Pocillopora_acuta_HIv1_PredGene_17156_t, Pocillopora_acuta_HIv1_PredGene_g4195.t1	plut2.m8.26886.m1
OG0006644	Pocillopora_acuta_HIv1_PredGene_g4338.t1	plut2.m8.20194.m1
OG0006645	Pocillopora_acuta_HIv1_PredGene_g4337.t1	plut2.m8.20196.m1
OG0006646	Pocillopora_acuta_HIv1_PredGene_g21457.t1, Pocillopora_acuta_HIv1_PredGene_17344_t, Pocillopora_acuta_HIv1_PredGene_g21458.t1	plut2.m8.567.m1
OG0006647	Pocillopora_acuta_HIv1_PredGene_g3561.t1	plut2.m8.19154.m1
OG0006648	Pocillopora_acuta_HIv1_PredGene_g25797.t1	jamg1.model.xfSc0000156.6, plut2.m8.28335.m1
OG0006649	Pocillopora_acuta_HIv1_PredGene_g25835.t1, Pocillopora_acuta_HIv1_PredGene_g25835.t2	plut2.m8.8114.m1
OG0006650	Pocillopora_acuta_HIv1_PredGene_g25830.t1	jamg1.model.xpSc0007105.7
OG0006651	Pocillopora_acuta_HIv1_PredGene_g5342.t1, Pocillopora_acuta_HIv1_PredGene_g5342.t2	plut2.m8.22719.m1
OG0006652	Pocillopora_acuta_HIv1_PredGene_g28930.t1	plut2.m8.11472.m1
OG0006653	Pocillopora_acuta_HIv1_PredGene_g28938.t2, Pocillopora_acuta_HIv1_PredGene_g28938.t1	plut2.m8.11463.m1
OG0006654	Pocillopora_acuta_HIv1_PredGene_g29004.t1, Pocillopora_acuta_HIv1_PredGene_g29004.t2	plut2.m8.8559.m1
OG0006655	Pocillopora_acuta_HIv1_PredGene_g17625.t1	plut2.m8.9626.m1
OG0006656	Pocillopora_acuta_HIv1_PredGene_g26008.t1, Pocillopora_acuta_HIv1_PredGene_24172_t	plut2.m8.10044.m1
OG0006657	Pocillopora_acuta_HIv1_PredGene_g16178.t1, Pocillopora_acuta_HIv1_PredGene_g9808.t1	plut2.m8.23038.m1
OG0006658	Pocillopora_acuta_HIv1_PredGene_g4996.t1	jamg1.model.Sc0000006.97
OG0006659	Pocillopora_acuta_HIv1_PredGene_g25246.t1	plut2.m8.21983.m1
OG0006660	Pocillopora_acuta_HIv1_PredGene_g25231.t1, Pocillopora_acuta_HIv1_PredGene_g25231.t2, Pocillopora_acuta_HIv1_PredGene_g25231.t3	plut2.m8.21975.m1
OG0006661	Pocillopora_acuta_HIv1_PredGene_g25232.t1	plut2.m8.21967.m1
OG0006662	Pocillopora_acuta_HIv1_PredGene_g32460.t1	plut2.m8.17214.m1
OG0006663	Pocillopora_acuta_HIv1_PredGene_g20732.t1	jamg1.model.Sc0000032.94
OG0006664	Pocillopora_acuta_HIv1_PredGene_30600_t	plut2.m8.3802.m1
OG0006664	Pocillopora_acuta_HIv1_PredGene_g20751.t1	plut2.m8.3809.m1
OG0006665	Pocillopora_acuta_HIv1_PredGene_g32458.t1, Pocillopora_acuta_HIv1_PredGene_g13041.t1, Pocillopora_acuta_HIv1_PredGene_27895_t	plut2.m8.17218.m1
OG0006666	Pocillopora_acuta_HIv1_PredGene_g5572.t1	plut2.m8.24154.m1
OG0006667	Pocillopora_acuta_HIv1_PredGene_g33375.t1, Pocillopora_acuta_HIv1_PredGene_g19490.t1	plut2.m8.24147.m1
OG0006668	Pocillopora_acuta_HIv1_PredGene_g7071.t1	plut2.m8.47.m1, plut2.m8.48.m1
OG0006669	Pocillopora_acuta_HIv1_PredGene_g29183.t2, Pocillopora_acuta_HIv1_PredGene_g1755.t2, Pocillopora_acuta_HIv1_PredGene_g1755.t1, Pocillopora_acuta_HIv1_PredGene_g29183.t1	plut2.m8.3567.m1, plut2.m8.3566.m1
OG0006671	Pocillopora_acuta_HIv1_PredGene_g27670.t1, Pocillopora_acuta_HIv1_PredGene_31344_t	plut2.m8.15450.m1
OG0006672	Pocillopora_acuta_HIv1_PredGene_g14796.t1	plut2.m8.8686.m1
OG0006673	Pocillopora_acuta_HIv1_PredGene_g14871.t1	plut2.m8.22215.m1
OG0006674	Pocillopora_acuta_HIv1_PredGene_g15249.t1	plut2.m8.5967.m1
OG0006675	Pocillopora_acuta_HIv1_PredGene_g6155.t1, Pocillopora_acuta_HIv1_PredGene_g19587.t1	jamg1.model.Sc0000298.32
OG0006676	Pocillopora_acuta_HIv1_PredGene_g29495.t1	plut2.m8.975.m1
OG0006677	Pocillopora_acuta_HIv1_PredGene_g25661.t1, Pocillopora_acuta_HIv1_PredGene_g25660.t1	plut2.m8.5251.m1
OG0006678	Pocillopora_acuta_HIv1_PredGene_g5819.t1, Pocillopora_acuta_HIv1_PredGene_8446_t	plut2.m8.4725.m1
OG0006679	Pocillopora_acuta_HIv1_PredGene_g5815.t1	plut2.m8.4726.m1
OG0006680	Pocillopora_acuta_HIv1_PredGene_g5813.t1	plut2.m8.4719.m1
OG0006681	Pocillopora_acuta_HIv1_PredGene_g2637.t2, Pocillopora_acuta_HIv1_PredGene_g2637.t1, Pocillopora_acuta_HIv1_PredGene_g27134.t1, Pocillopora_acuta_HIv1_PredGene_g27134.t2	plut2.m8.17512.m1
OG0006682	Pocillopora_acuta_HIv1_PredGene_g25411.t1, Pocillopora_acuta_HIv1_PredGene_29645_t, Pocillopora_acuta_HIv1_PredGene_29644_t	plut2.m8.32282.m1
OG0006683	Pocillopora_acuta_HIv1_PredGene_g31854.t1	plut2.m8.32270.m1
OG0006684	Pocillopora_acuta_HIv1_PredGene_g16378.t1, Pocillopora_acuta_HIv1_PredGene_10377_t	jamg1.model.Sc0000168.5
OG0006685	Pocillopora_acuta_HIv1_PredGene_g16389.t1, Pocillopora_acuta_HIv1_PredGene_g16391.t1, Pocillopora_acuta_HIv1_PredGene_g16393.t1	plut2.m8.12759.m1
OG0006686	Pocillopora_acuta_HIv1_PredGene_g4103.t1	plut2.m8.25289.m1
OG0006687	Pocillopora_acuta_HIv1_PredGene_g4100.t1	plut2.m8.6267.m1
OG0006688	Pocillopora_acuta_HIv1_PredGene_g4318.t1	plut2.m8.6758.m1
OG0006689	Pocillopora_acuta_HIv1_PredGene_g21411.t1	plut2.m8.24776.m1
OG0006690	Pocillopora_acuta_HIv1_PredGene_g9790.t1, Pocillopora_acuta_HIv1_PredGene_g16199.t1	plut2.m8.19092.m1, plut2.m8.19096.m1
OG0006691	Pocillopora_acuta_HIv1_PredGene_20418_t, Pocillopora_acuta_HIv1_PredGene_g6648.t1	plut2.m8.32996.m1
OG0006692	Pocillopora_acuta_HIv1_PredGene_g12337.t1	plut2.m8.22976.m1, plut2.m8.22984.m1
OG0006693	Pocillopora_acuta_HIv1_PredGene_g12336.t1	plut2.m8.22972.m1
OG0006694	Pocillopora_acuta_HIv1_PredGene_g29320.t1, Pocillopora_acuta_HIv1_PredGene_g29320.t2	plut2.m8.8370.m1
OG0006695	Pocillopora_acuta_HIv1_PredGene_g21120.t1, Pocillopora_acuta_HIv1_PredGene_g9344.t1	plut2.m8.11732.m1
OG0006696	Pocillopora_acuta_HIv1_PredGene_g8565.t2, Pocillopora_acuta_HIv1_PredGene_g8565.t1	plut2.m8.10361.m1
OG0006697	Pocillopora_acuta_HIv1_PredGene_g21562.t1	plut2.m8.14564.m1, plut2.m8.14557.m1
OG0006698	Pocillopora_acuta_HIv1_PredGene_g21561.t1	plut2.m8.14559.m1, plut2.m8.14558.m1
OG0006699	Pocillopora_acuta_HIv1_PredGene_g21567.t1, Pocillopora_acuta_HIv1_PredGene_7162_t	plut2.m8.14563.m1, plut2.m8.14556.m1
OG0006701	Pocillopora_acuta_HIv1_PredGene_g33239.t1, Pocillopora_acuta_HIv1_PredGene_g28241.t1	plut2.m8.1849.m1
OG0006702	Pocillopora_acuta_HIv1_PredGene_g33246.t1	plut2.m8.4084.m1
OG0006703	Pocillopora_acuta_HIv1_PredGene_g33244.t1, Pocillopora_acuta_HIv1_PredGene_26773_t	jamg1.model.Sc0000035.84
OG0006704	Pocillopora_acuta_HIv1_PredGene_g30194.t2, Pocillopora_acuta_HIv1_PredGene_g30194.t1, Pocillopora_acuta_HIv1_PredGene_g30194.t3	plut2.m8.18711.m1
OG0006705	Pocillopora_acuta_HIv1_PredGene_g13725.t1, Pocillopora_acuta_HIv1_PredGene_g13725.t2	plut2.m8.20299.m1
OG0006706	Pocillopora_acuta_HIv1_PredGene_12181_t, Pocillopora_acuta_HIv1_PredGene_g30110.t1	plut2.m8.2628.m1
OG0006707	Pocillopora_acuta_HIv1_PredGene_g30118.t1	plut2.m8.6458.m1
OG0006708	Pocillopora_acuta_HIv1_PredGene_g12571.t1	plut2.m8.3372.m1
OG0006709	Pocillopora_acuta_HIv1_PredGene_g12570.t1	plut2.m8.3365.m1
OG0006710	Pocillopora_acuta_HIv1_PredGene_32328_t, Pocillopora_acuta_HIv1_PredGene_g10126.t1, Pocillopora_acuta_HIv1_PredGene_g12572.t1	plut2.m8.3369.m1
OG0006711	Pocillopora_acuta_HIv1_PredGene_g10705.t2, Pocillopora_acuta_HIv1_PredGene_g22797.t1, Pocillopora_acuta_HIv1_PredGene_g10705.t1	plut2.m8.28602.m1
OG0006712	Pocillopora_acuta_HIv1_PredGene_g8004.t1	plut2.m8.14183.m1
OG0006713	Pocillopora_acuta_HIv1_PredGene_18825_t, Pocillopora_acuta_HIv1_PredGene_g26590.t1	plut2.m8.24540.m1
OG0006714	Pocillopora_acuta_HIv1_PredGene_g16786.t1	plut2.m8.19907.m1
OG0006715	Pocillopora_acuta_HIv1_PredGene_g28993.t1	plut2.m8.11452.m1
OG0006716	Pocillopora_acuta_HIv1_PredGene_g19147.t1, Pocillopora_acuta_HIv1_PredGene_g27360.t1	plut2.m8.8530.m1, plut2.m8.8529.m1
OG0006718	Pocillopora_acuta_HIv1_PredGene_g12087.t1, Pocillopora_acuta_HIv1_PredGene_g28160.t1	plut2.m8.6933.m1
OG0006719	Pocillopora_acuta_HIv1_PredGene_g14670.t1, Pocillopora_acuta_HIv1_PredGene_g3331.t1	plut2.m8.2282.m1
OG0006720	Pocillopora_acuta_HIv1_PredGene_g14669.t1, Pocillopora_acuta_HIv1_PredGene_g3332.t1	plut2.m8.2283.m1
OG0006721	Pocillopora_acuta_HIv1_PredGene_g7233.t1	plut2.m8.5120.m1
OG0006722	Pocillopora_acuta_HIv1_PredGene_g409.t2, Pocillopora_acuta_HIv1_PredGene_g409.t1, Pocillopora_acuta_HIv1_PredGene_g409.t3	plut2.m8.12377.m1
OG0006723	Pocillopora_acuta_HIv1_PredGene_11962_t, Pocillopora_acuta_HIv1_PredGene_g18753.t1	plut2.m8.21368.m1
OG0006724	Pocillopora_acuta_HIv1_PredGene_g18765.t1	plut2.m8.15767.m1, plut2.m8.15766.m1
OG0006725	Pocillopora_acuta_HIv1_PredGene_g18754.t1, Pocillopora_acuta_HIv1_PredGene_11963_t	plut2.m8.21370.m1
OG0006726	Pocillopora_acuta_HIv1_PredGene_g14686.t1	plut2.m8.13392.m1
OG0006727	Pocillopora_acuta_HIv1_PredGene_18871_t, Pocillopora_acuta_HIv1_PredGene_g14688.t1	plut2.m8.13394.m1
OG0006728	Pocillopora_acuta_HIv1_PredGene_g9598.t1, Pocillopora_acuta_HIv1_PredGene_g20783.t1	plut2.m8.5620.m1
OG0006729	Pocillopora_acuta_HIv1_PredGene_g9596.t1, Pocillopora_acuta_HIv1_PredGene_g20785.t1	plut2.m8.5619.m1
OG0006730	Pocillopora_acuta_HIv1_PredGene_g31180.t1, Pocillopora_acuta_HIv1_PredGene_11087_t	plut2.m8.4201.m1
OG0006731	Pocillopora_acuta_HIv1_PredGene_11085_t, Pocillopora_acuta_HIv1_PredGene_g31177.t1	plut2.m8.4204.m1
OG0006732	Pocillopora_acuta_HIv1_PredGene_g16062.t1	plut2.m8.1952.m1
OG0006733	Pocillopora_acuta_HIv1_PredGene_g16064.t1, Pocillopora_acuta_HIv1_PredGene_17076_t	plut2.m8.1956.m1
OG0006734	Pocillopora_acuta_HIv1_PredGene_g32834.t1	plut2.m8.4557.m1
OG0006735	Pocillopora_acuta_HIv1_PredGene_25717_t, Pocillopora_acuta_HIv1_PredGene_g13982.t1	plut2.m8.25021.m1
OG0006736	Pocillopora_acuta_HIv1_PredGene_g21912.t1, Pocillopora_acuta_HIv1_PredGene_g13985.t1	plut2.m8.25022.m1
OG0006737	Pocillopora_acuta_HIv1_PredGene_g28536.t1	plut2.m8.10728.m1
OG0006738	Pocillopora_acuta_HIv1_PredGene_g14428.t1	plut2.m8.8024.m1, plut2.m8.8023.m1
OG0006739	Pocillopora_acuta_HIv1_PredGene_g14433.t1	plut2.m8.8019.m1
OG0006740	Pocillopora_acuta_HIv1_PredGene_g14716.t1	plut2.m8.8035.m1
OG0006743	Pocillopora_acuta_HIv1_PredGene_g28320.t1	jamg1.model.Sc0000397.37
OG0006744	Pocillopora_acuta_HIv1_PredGene_8782_t, Pocillopora_acuta_HIv1_PredGene_g11799.t1	plut2.m8.1576.m1
OG0006746	Pocillopora_acuta_HIv1_PredGene_g7969.t2, Pocillopora_acuta_HIv1_PredGene_g7969.t1	plut2.m8.5386.m1
OG0006747	Pocillopora_acuta_HIv1_PredGene_1932_t, Pocillopora_acuta_HIv1_PredGene_g17716.t1	plut2.m8.20157.m1
OG0006749	Pocillopora_acuta_HIv1_PredGene_g32000.t1, Pocillopora_acuta_HIv1_PredGene_g32000.t2	plut2.m8.28882.m1
OG0006750	Pocillopora_acuta_HIv1_PredGene_7602_t, Pocillopora_acuta_HIv1_PredGene_g822.t1, Pocillopora_acuta_HIv1_PredGene_g31999.t1	plut2.m8.28887.m1
OG0006751	Pocillopora_acuta_HIv1_PredGene_g17778.t1	plut2.m8.31902.m1
OG0006751	Pocillopora_acuta_HIv1_PredGene_1985_t	plut2.m8.25391.m1
OG0006752	Pocillopora_acuta_HIv1_PredGene_g17777.t1, Pocillopora_acuta_HIv1_PredGene_g17777.t2	plut2.m8.31857.m1
OG0006753	Pocillopora_acuta_HIv1_PredGene_g32884.t1	plut2.m8.24024.m1
OG0006754	Pocillopora_acuta_HIv1_PredGene_g32880.t1, Pocillopora_acuta_HIv1_PredGene_30196_t	plut2.m8.24023.m1
OG0006755	Pocillopora_acuta_HIv1_PredGene_g31751.t1	plut2.m8.14729.m1
OG0006756	Pocillopora_acuta_HIv1_PredGene_g19911.t1, Pocillopora_acuta_HIv1_PredGene_g13598.t1, Pocillopora_acuta_HIv1_PredGene_g23756.t1	plut2.m8.9842.m1
OG0006757	Pocillopora_acuta_HIv1_PredGene_g19910.t1, Pocillopora_acuta_HIv1_PredGene_g13599.t1, Pocillopora_acuta_HIv1_PredGene_g23755.t1	plut2.m8.9844.m1
OG0006759	Pocillopora_acuta_HIv1_PredGene_g1881.t1	plut2.m8.18192.m1
OG0006761	Pocillopora_acuta_HIv1_PredGene_g5438.t1	plut2.m8.3653.m1, plut2.m8.3652.m1
OG0006762	Pocillopora_acuta_HIv1_PredGene_g16204.t1, Pocillopora_acuta_HIv1_PredGene_g9787.t1, Pocillopora_acuta_HIv1_PredGene_15032_t	plut2.m8.19097.m1
OG0006763	Pocillopora_acuta_HIv1_PredGene_g9789.t1, Pocillopora_acuta_HIv1_PredGene_g16202.t1	plut2.m8.19102.m1
OG0006764	Pocillopora_acuta_HIv1_PredGene_g12242.t1, Pocillopora_acuta_HIv1_PredGene_g4686.t1	plut2.m8.1352.m1
OG0006765	Pocillopora_acuta_HIv1_PredGene_g2352.t1, Pocillopora_acuta_HIv1_PredGene_31328_t	plut2.m8.7150.m1
OG0006766	Pocillopora_acuta_HIv1_PredGene_g1677.t1, Pocillopora_acuta_HIv1_PredGene_g18533.t1, Pocillopora_acuta_HIv1_PredGene_g18532.t1, Pocillopora_acuta_HIv1_PredGene_g18534.t1	plut2.m8.15573.m1
OG0006767	Pocillopora_acuta_HIv1_PredGene_g16041.t1	jamg1.model.Sc0000101.28, jamg1.model.xpSc0007101.9, jamg1.model.Sc0000101.27
OG0006768	Pocillopora_acuta_HIv1_PredGene_g72.t1	jamg1.model.Sc0000348.27
OG0006769	Pocillopora_acuta_HIv1_PredGene_g55.t1	plut2.m8.19754.m1
OG0006770	Pocillopora_acuta_HIv1_PredGene_g2340.t2, Pocillopora_acuta_HIv1_PredGene_g2340.t1	plut2.m8.20060.m1
OG0006771	Pocillopora_acuta_HIv1_PredGene_g5723.t1	plut2.m8.32830.m1
OG0006772	Pocillopora_acuta_HIv1_PredGene_9761_t, Pocillopora_acuta_HIv1_PredGene_g12013.t1	plut2.m8.17651.m1
OG0006774	Pocillopora_acuta_HIv1_PredGene_g7443.t1, Pocillopora_acuta_HIv1_PredGene_435_t	plut2.m8.7069.m1
OG0006775	Pocillopora_acuta_HIv1_PredGene_g18330.t1	plut2.m8.24131.m1
OG0006776	Pocillopora_acuta_HIv1_PredGene_g18325.t1	plut2.m8.20139.m1
OG0006777	Pocillopora_acuta_HIv1_PredGene_g18322.t1	plut2.m8.24134.m1
OG0006778	Pocillopora_acuta_HIv1_PredGene_g27743.t1	plut2.m8.6211.m1
OG0006779	Pocillopora_acuta_HIv1_PredGene_g8207.t1, Pocillopora_acuta_HIv1_PredGene_926_t	plut2.m8.30183.m1
OG0006780	Pocillopora_acuta_HIv1_PredGene_g30734.t1, Pocillopora_acuta_HIv1_PredGene_5130_t	plut2.m8.21019.m1, plut2.m8.21021.m1
OG0006781	Pocillopora_acuta_HIv1_PredGene_g7704.t1, Pocillopora_acuta_HIv1_PredGene_679_t	plut2.m8.11846.m1
OG0006782	Pocillopora_acuta_HIv1_PredGene_g18327.t1	plut2.m8.16393.m1
OG0006783	Pocillopora_acuta_HIv1_PredGene_g4062.t2, Pocillopora_acuta_HIv1_PredGene_g4062.t1	plut2.m8.9265.m1
OG0006784	Pocillopora_acuta_HIv1_PredGene_g18429.t2, Pocillopora_acuta_HIv1_PredGene_g18429.t1, Pocillopora_acuta_HIv1_PredGene_2319_t	plut2.m8.9277.m1
OG0006785	Pocillopora_acuta_HIv1_PredGene_g18430.t1	plut2.m8.9279.m1
OG0006786	Pocillopora_acuta_HIv1_PredGene_g4063.t4, Pocillopora_acuta_HIv1_PredGene_g4063.t1, Pocillopora_acuta_HIv1_PredGene_g4063.t2	plut2.m8.9263.m1
OG0006787	Pocillopora_acuta_HIv1_PredGene_g33429.t1, Pocillopora_acuta_HIv1_PredGene_g33433.t1	plut2.m8.6016.m1
OG0006788	Pocillopora_acuta_HIv1_PredGene_g18276.t1	plut2.m8.15145.m1
OG0006789	Pocillopora_acuta_HIv1_PredGene_239_t, Pocillopora_acuta_HIv1_PredGene_g7243.t1	plut2.m8.17876.m1
OG0006790	Pocillopora_acuta_HIv1_PredGene_g6568.t1	plut2.m8.27312.m1
OG0006791	Pocillopora_acuta_HIv1_PredGene_g6565.t1	plut2.m8.27319.m1
OG0006792	Pocillopora_acuta_HIv1_PredGene_g5434.t1, Pocillopora_acuta_HIv1_PredGene_g6559.t1	plut2.m8.12959.m1
OG0006793	Pocillopora_acuta_HIv1_PredGene_g10720.t1, Pocillopora_acuta_HIv1_PredGene_g22786.t1	plut2.m8.4476.m1
OG0006794	Pocillopora_acuta_HIv1_PredGene_g15611.t1, Pocillopora_acuta_HIv1_PredGene_g16095.t1	plut2.m8.1986.m1
OG0006795	Pocillopora_acuta_HIv1_PredGene_g32048.t1	plut2.m8.7575.m1
OG0006796	Pocillopora_acuta_HIv1_PredGene_g32037.t1	plut2.m8.7576.m1
OG0006797	Pocillopora_acuta_HIv1_PredGene_g654.t1, Pocillopora_acuta_HIv1_PredGene_27696_t	plut2.m8.15845.m1
OG0006798	Pocillopora_acuta_HIv1_PredGene_g20035.t1	plut2.m8.60.m1
OG0006799	Pocillopora_acuta_HIv1_PredGene_g20038.t1	plut2.m8.69.m1
OG0006800	Pocillopora_acuta_HIv1_PredGene_g21098.t1, Pocillopora_acuta_HIv1_PredGene_g9366.t1, Pocillopora_acuta_HIv1_PredGene_g21096.t1, Pocillopora_acuta_HIv1_PredGene_g9368.t1	plut2.m8.7730.m1
OG0006801	Pocillopora_acuta_HIv1_PredGene_g25625.t1	plut2.m8.10678.m1
OG0006802	Pocillopora_acuta_HIv1_PredGene_g25647.t1, Pocillopora_acuta_HIv1_PredGene_g25649.t1	plut2.m8.18139.m1
OG0006803	Pocillopora_acuta_HIv1_PredGene_7486_t	plut2.m8.18148.m1, plut2.m8.18140.m1
OG0006804	Pocillopora_acuta_HIv1_PredGene_g3863.t1, Pocillopora_acuta_HIv1_PredGene_g24221.t1	plut2.m8.23739.m1
