Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0005639	Pocillopora_acuta_HIv1_PredGene_g21889.t1, Pocillopora_acuta_HIv1_PredGene_g21889.t2	Acerv_evm.model.Segkk3365_pilon.17
OG0005640	Pocillopora_acuta_HIv1_PredGene_g13832.t1, Pocillopora_acuta_HIv1_PredGene_23934_t	Acerv_evm.model.Segkk3388_pilon.30
OG0005641	Pocillopora_acuta_HIv1_PredGene_g23341.t1	Acerv_evm.model.Segkk3410_pilon.5
OG0005642	Pocillopora_acuta_HIv1_PredGene_25970_t, Pocillopora_acuta_HIv1_PredGene_g11614.t1	Acerv_evm.model.Segkk3413_pilon.9
OG0005643	Pocillopora_acuta_HIv1_PredGene_g11610.t1, Pocillopora_acuta_HIv1_PredGene_g11610.t2, Pocillopora_acuta_HIv1_PredGene_25966_t	Acerv_evm.model.Segkk3413_pilon.4
OG0005644	Pocillopora_acuta_HIv1_PredGene_g13206.t1, Pocillopora_acuta_HIv1_PredGene_g13206.t2	Acerv_evm.model.Segkk3416_pilon.20
OG0005645	Pocillopora_acuta_HIv1_PredGene_g13208.t1	Acerv_evm.model.Segkk3416_pilon.23, Acerv_evm.model.Segkk3416_pilon.21
OG0005646	Pocillopora_acuta_HIv1_PredGene_g15272.t2, Pocillopora_acuta_HIv1_PredGene_g15272.t1	Acerv_evm.model.Segkk3417_pilon.41
OG0005647	Pocillopora_acuta_HIv1_PredGene_g21872.t1, Pocillopora_acuta_HIv1_PredGene_g16408.t1	Acerv_evm.model.Segkk3417_pilon.38, Acerv_evm.model.Segkk3417_pilon.37
OG0005649	Pocillopora_acuta_HIv1_PredGene_g32148.t1, Pocillopora_acuta_HIv1_PredGene_g29234.t1	Acerv_evm.model.Segkk3420_pilon.6
OG0005650	Pocillopora_acuta_HIv1_PredGene_g19532.t1	Acerv_evm.model.Segkk3420_pilon.2, Acerv_evm.model.Segkk3420_pilon.3
OG0005651	Pocillopora_acuta_HIv1_PredGene_g32145.t1, Pocillopora_acuta_HIv1_PredGene_g29237.t1	Acerv_evm.model.Segkk3420_pilon.10
OG0005652	Pocillopora_acuta_HIv1_PredGene_g9922.t1, Pocillopora_acuta_HIv1_PredGene_g30038.t1	Acerv_evm.model.Segkk3422_pilon.26
OG0005653	Pocillopora_acuta_HIv1_PredGene_g2464.t1	Acerv_evm.model.Segkk3422_pilon.12, Acerv_evm.model.Segkk3422_pilon.13
OG0005654	Pocillopora_acuta_HIv1_PredGene_g2466.t2, Pocillopora_acuta_HIv1_PredGene_g2466.t1, Pocillopora_acuta_HIv1_PredGene_5929_t	Acerv_evm.model.Segkk3422_pilon.15
OG0005655	Pocillopora_acuta_HIv1_PredGene_g11379.t1	Acerv_evm.model.Segkk3423_pilon.15
OG0005656	Pocillopora_acuta_HIv1_PredGene_g11632.t2, Pocillopora_acuta_HIv1_PredGene_g11632.t1	Acerv_evm.model.Segkk3442_pilon.1
OG0005657	Pocillopora_acuta_HIv1_PredGene_g13679.t1, Pocillopora_acuta_HIv1_PredGene_g29080.t1, Pocillopora_acuta_HIv1_PredGene_g9996.t1	Acerv_evm.model.Segkk3443_pilon.10
OG0005658	Pocillopora_acuta_HIv1_PredGene_g13676.t1, Pocillopora_acuta_HIv1_PredGene_g9992.t1, Pocillopora_acuta_HIv1_PredGene_g29083.t1	Acerv_evm.model.Segkk3443_pilon.6
OG0005659	Pocillopora_acuta_HIv1_PredGene_g13677.t1, Pocillopora_acuta_HIv1_PredGene_g9994.t1, Pocillopora_acuta_HIv1_PredGene_g29082.t1	Acerv_evm.model.Segkk3443_pilon.8
OG0005660	Pocillopora_acuta_HIv1_PredGene_g14766.t1	Acerv_evm.model.Segkk3444_pilon.4
OG0005661	Pocillopora_acuta_HIv1_PredGene_g19680.t1	Acerv_evm.model.Segkk3444_pilon.9
OG0005662	Pocillopora_acuta_HIv1_PredGene_g18228.t1	Acerv_evm.model.Segkk3446_pilon.5
OG0005663	Pocillopora_acuta_HIv1_PredGene_g23084.t1	Acerv_evm.model.Segkk3454_pilon.42
OG0005664	Pocillopora_acuta_HIv1_PredGene_g32326.t1, Pocillopora_acuta_HIv1_PredGene_g19547.t1, Pocillopora_acuta_HIv1_PredGene_g27954.t1	Acerv_evm.model.Segkk3454_pilon.43
OG0005665	Pocillopora_acuta_HIv1_PredGene_g23083.t2, Pocillopora_acuta_HIv1_PredGene_g23083.t1	Acerv_evm.model.Segkk3454_pilon.46
OG0005666	Pocillopora_acuta_HIv1_PredGene_g2657.t2, Pocillopora_acuta_HIv1_PredGene_g2657.t1, Pocillopora_acuta_HIv1_PredGene_g550.t1	Acerv_evm.model.Segkk3456_pilon.7
OG0005667	Pocillopora_acuta_HIv1_PredGene_g26172.t1	Acerv_evm.model.Segkk3461_pilon.4, Acerv_evm.model.Segkk3461_pilon.2
OG0005668	Pocillopora_acuta_HIv1_PredGene_g15228.t1, Pocillopora_acuta_HIv1_PredGene_g26181.t1	Acerv_evm.model.Segkk3461_pilon.8
OG0005669	Pocillopora_acuta_HIv1_PredGene_30306_t	Acerv_evm.model.Segkk3465_pilon.6
OG0005670	Pocillopora_acuta_HIv1_PredGene_g21859.t1, Pocillopora_acuta_HIv1_PredGene_g11446.t2, Pocillopora_acuta_HIv1_PredGene_g11446.t1	Acerv_evm.model.Segkk3465_pilon.8
OG0005671	Pocillopora_acuta_HIv1_PredGene_g19871.t1, Pocillopora_acuta_HIv1_PredGene_g19439.t1	Acerv_evm.model.Segkk3472_pilon.11
OG0005672	Pocillopora_acuta_HIv1_PredGene_g12094.t1, Pocillopora_acuta_HIv1_PredGene_g28166.t1	Acerv_evm.model.Segkk3482_pilon.8
OG0005673	Pocillopora_acuta_HIv1_PredGene_g12101.t1, Pocillopora_acuta_HIv1_PredGene_g28172.t1	Acerv_evm.model.Segkk3482_pilon.3
OG0005674	Pocillopora_acuta_HIv1_PredGene_g13390.t1, Pocillopora_acuta_HIv1_PredGene_g11066.t1	Acerv_evm.model.Segkk3497_pilon.6
OG0005675	Pocillopora_acuta_HIv1_PredGene_g20018.t1, Pocillopora_acuta_HIv1_PredGene_g11072.t1	Acerv_evm.model.Segkk3497_pilon.10
OG0005676	Pocillopora_acuta_HIv1_PredGene_g10273.t2, Pocillopora_acuta_HIv1_PredGene_g10273.t1	Acerv_evm.model.Segkk3509_pilon.13
OG0005677	Pocillopora_acuta_HIv1_PredGene_g10909.t1	Acerv_evm.model.Segkk3511_pilon.1
OG0005678	Pocillopora_acuta_HIv1_PredGene_g23665.t1	Acerv_evm.model.Segkk3515_pilon.15
OG0005679	Pocillopora_acuta_HIv1_PredGene_g23626.t1	Acerv_evm.model.Segkk3515_pilon.4
OG0005680	Pocillopora_acuta_HIv1_PredGene_g29321.t1	Acerv_evm.model.Segkk3522_pilon.29
OG0005681	Pocillopora_acuta_HIv1_PredGene_g6297.t1	Acerv_evm.model.Segkk3527_pilon.1
OG0005682	Pocillopora_acuta_HIv1_PredGene_g11958.t1	Acerv_evm.model.Segkk3529_pilon.2
OG0005683	Pocillopora_acuta_HIv1_PredGene_g25322.t1	Acerv_evm.model.Segkk3548_pilon.3
OG0005684	Pocillopora_acuta_HIv1_PredGene_17156_t, Pocillopora_acuta_HIv1_PredGene_g4195.t1	Acerv_evm.model.Segkk3549_pilon.9
OG0005685	Pocillopora_acuta_HIv1_PredGene_g4338.t1	Acerv_evm.model.Segkk3552_pilon.9
OG0005686	Pocillopora_acuta_HIv1_PredGene_g4337.t1	Acerv_evm.model.Segkk3552_pilon.11
OG0005687	Pocillopora_acuta_HIv1_PredGene_g21458.t1, Pocillopora_acuta_HIv1_PredGene_g21457.t1, Pocillopora_acuta_HIv1_PredGene_17344_t	Acerv_evm.model.Segkk3569_pilon.2
OG0005688	Pocillopora_acuta_HIv1_PredGene_g3561.t1	Acerv_evm.model.Segkk3574_pilon.5
OG0005689	Pocillopora_acuta_HIv1_PredGene_28737_t, Pocillopora_acuta_HIv1_PredGene_g24269.t1, Pocillopora_acuta_HIv1_PredGene_g260.t1	Acerv_evm.model.Segkk3578_pilon.12
OG0005690	Pocillopora_acuta_HIv1_PredGene_g25797.t1	Acerv_evm.model.Segkk3579_pilon.20
OG0005691	Pocillopora_acuta_HIv1_PredGene_g25830.t1	Acerv_evm.model.Segkk3579_pilon.16
OG0005692	Pocillopora_acuta_HIv1_PredGene_g5342.t1, Pocillopora_acuta_HIv1_PredGene_g5342.t2	Acerv_evm.model.Segkk3581_pilon.2
OG0005693	Pocillopora_acuta_HIv1_PredGene_g28930.t1	Acerv_evm.model.Segkk3591_pilon.25
OG0005694	Pocillopora_acuta_HIv1_PredGene_g28938.t2, Pocillopora_acuta_HIv1_PredGene_g28938.t1	Acerv_evm.model.Segkk3591_pilon.5
OG0005695	Pocillopora_acuta_HIv1_PredGene_g29004.t2, Pocillopora_acuta_HIv1_PredGene_g29004.t1	Acerv_evm.model.Segkk3591_pilon.4
OG0005696	Pocillopora_acuta_HIv1_PredGene_g17625.t1	Acerv_evm.model.Segkk3592_pilon.1, Acerv_evm.model.Segkk4263_pilon.13
OG0005697	Pocillopora_acuta_HIv1_PredGene_g14680.t1, Pocillopora_acuta_HIv1_PredGene_g21954.t1	Acerv_evm.model.Segkk3602_pilon.7
OG0005698	Pocillopora_acuta_HIv1_PredGene_g16178.t1, Pocillopora_acuta_HIv1_PredGene_g9808.t1	Acerv_evm.model.Segkk3619_pilon.4
OG0005700	Pocillopora_acuta_HIv1_PredGene_g4996.t1	Acerv_evm.model.Segkk3636_pilon.6
OG0005701	Pocillopora_acuta_HIv1_PredGene_g25231.t1, Pocillopora_acuta_HIv1_PredGene_g25231.t2, Pocillopora_acuta_HIv1_PredGene_g25231.t3	Acerv_evm.model.Segkk3637_pilon.8
OG0005702	Pocillopora_acuta_HIv1_PredGene_g32460.t1	Acerv_evm.model.Segkk3638_pilon.11
OG0005703	Pocillopora_acuta_HIv1_PredGene_g20732.t1	Acerv_evm.model.Segkk3638_pilon.6
OG0005704	Pocillopora_acuta_HIv1_PredGene_g20751.t1, Pocillopora_acuta_HIv1_PredGene_30600_t	Acerv_evm.model.Segkk3638_pilon.4
OG0005705	Pocillopora_acuta_HIv1_PredGene_g13041.t1, Pocillopora_acuta_HIv1_PredGene_g32458.t1, Pocillopora_acuta_HIv1_PredGene_27895_t	Acerv_evm.model.Segkk3638_pilon.9
OG0005706	Pocillopora_acuta_HIv1_PredGene_16998_t, Pocillopora_acuta_HIv1_PredGene_g27753.t1	Acerv_evm.model.Segkk3640_pilon.9
OG0005707	Pocillopora_acuta_HIv1_PredGene_g19490.t1, Pocillopora_acuta_HIv1_PredGene_g33375.t1	Acerv_evm.model.Segkk3641_pilon.10
OG0005708	Pocillopora_acuta_HIv1_PredGene_g29183.t2, Pocillopora_acuta_HIv1_PredGene_g1755.t2, Pocillopora_acuta_HIv1_PredGene_g1755.t1, Pocillopora_acuta_HIv1_PredGene_g29183.t1	Acerv_evm.model.Segkk3644_pilon.4
OG0005709	Pocillopora_acuta_HIv1_PredGene_22602_t, Pocillopora_acuta_HIv1_PredGene_g1738.t1, Pocillopora_acuta_HIv1_PredGene_22601_t	Acerv_evm.model.Segkk3644_pilon.2
OG0005710	Pocillopora_acuta_HIv1_PredGene_g27670.t1, Pocillopora_acuta_HIv1_PredGene_31344_t	Acerv_evm.model.Segkk3645_pilon.3
OG0005711	Pocillopora_acuta_HIv1_PredGene_g28978.t1	Acerv_evm.model.Segkk3654_pilon.5
OG0005712	Pocillopora_acuta_HIv1_PredGene_g14796.t1	Acerv_evm.model.Segkk3655_pilon.36
OG0005713	Pocillopora_acuta_HIv1_PredGene_g14871.t1	Acerv_evm.model.Segkk3655_pilon.29
OG0005714	Pocillopora_acuta_HIv1_PredGene_g15249.t1	Acerv_evm.model.Segkk3655_pilon.18
OG0005715	Pocillopora_acuta_HIv1_PredGene_g19587.t1, Pocillopora_acuta_HIv1_PredGene_g6155.t1	Acerv_evm.model.Segkk3659_pilon.6
OG0005716	Pocillopora_acuta_HIv1_PredGene_g29495.t1	Acerv_evm.model.Segkk4155_pilon.4, Acerv_evm.model.Segkk3667_pilon.4
OG0005717	Pocillopora_acuta_HIv1_PredGene_g5815.t1	Acerv_evm.model.Segkk3669_pilon.6
OG0005718	Pocillopora_acuta_HIv1_PredGene_g5813.t1	Acerv_evm.model.Segkk3669_pilon.2, Acerv_evm.model.Segkk3669_pilon.1
OG0005719	Pocillopora_acuta_HIv1_PredGene_g27134.t1, Pocillopora_acuta_HIv1_PredGene_g27134.t2, Pocillopora_acuta_HIv1_PredGene_g2637.t2, Pocillopora_acuta_HIv1_PredGene_g2637.t1	Acerv_evm.model.Segkk3675_pilon.4
OG0005720	Pocillopora_acuta_HIv1_PredGene_29644_t, Pocillopora_acuta_HIv1_PredGene_29645_t, Pocillopora_acuta_HIv1_PredGene_g25411.t1	Acerv_evm.model.Segkk3684_pilon.19
OG0005721	Pocillopora_acuta_HIv1_PredGene_g31854.t1	Acerv_evm.model.Segkk3684_pilon.28
OG0005722	Pocillopora_acuta_HIv1_PredGene_10377_t, Pocillopora_acuta_HIv1_PredGene_g16378.t1	Acerv_evm.model.Segkk3685_pilon.7
OG0005723	Pocillopora_acuta_HIv1_PredGene_g16393.t1, Pocillopora_acuta_HIv1_PredGene_g16391.t1, Pocillopora_acuta_HIv1_PredGene_g16389.t1	Acerv_evm.model.Segkk3685_pilon.15
OG0005724	Pocillopora_acuta_HIv1_PredGene_g22462.t1	Acerv_evm.model.Segkk3691_pilon.2
OG0005725	Pocillopora_acuta_HIv1_PredGene_g4097.t1, Pocillopora_acuta_HIv1_PredGene_1480_t	Acerv_evm.model.Segkk3692_pilon.1
OG0005726	Pocillopora_acuta_HIv1_PredGene_g4100.t1	Acerv_evm.model.Segkk3692_pilon.4
OG0005727	Pocillopora_acuta_HIv1_PredGene_g4107.t1, Pocillopora_acuta_HIv1_PredGene_1489_t	Acerv_evm.model.Segkk3692_pilon.9
OG0005728	Pocillopora_acuta_HIv1_PredGene_22926_t, Pocillopora_acuta_HIv1_PredGene_g28726.t1, Pocillopora_acuta_HIv1_PredGene_22927_t	Acerv_evm.model.Segkk3693_pilon.20
OG0005729	Pocillopora_acuta_HIv1_PredGene_g4318.t1	Acerv_evm.model.Segkk3693_pilon.9
OG0005730	Pocillopora_acuta_HIv1_PredGene_g21411.t1	Acerv_evm.model.Segkk3707_pilon.4
OG0005732	Pocillopora_acuta_HIv1_PredGene_g6648.t1, Pocillopora_acuta_HIv1_PredGene_20418_t	Acerv_evm.model.Segkk3730_pilon.16
OG0005733	Pocillopora_acuta_HIv1_PredGene_g12337.t1	Acerv_evm.model.Segkk3730_pilon.4
OG0005734	Pocillopora_acuta_HIv1_PredGene_g21120.t1, Pocillopora_acuta_HIv1_PredGene_g9344.t1	Acerv_evm.model.Segkk3735_pilon.4
OG0005735	Pocillopora_acuta_HIv1_PredGene_g8565.t2, Pocillopora_acuta_HIv1_PredGene_g8565.t1	Acerv_evm.model.Segkk3744_pilon.3
OG0005736	Pocillopora_acuta_HIv1_PredGene_g8563.t1	Acerv_evm.model.Segkk3744_pilon.2
OG0005737	Pocillopora_acuta_HIv1_PredGene_g21562.t1	Acerv_evm.model.Segkk3756_pilon.4
OG0005738	Pocillopora_acuta_HIv1_PredGene_g21561.t1	Acerv_evm.model.Segkk3756_pilon.5
OG0005739	Pocillopora_acuta_HIv1_PredGene_7162_t, Pocillopora_acuta_HIv1_PredGene_g21567.t1	Acerv_evm.model.Segkk3756_pilon.3
OG0005740	Pocillopora_acuta_HIv1_PredGene_g21571.t1	Acerv_evm.model.Segkk3756_pilon.1
OG0005741	Pocillopora_acuta_HIv1_PredGene_g28240.t1, Pocillopora_acuta_HIv1_PredGene_g28240.t2, Pocillopora_acuta_HIv1_PredGene_g33238.t1	Acerv_evm.model.Segkk3757_pilon.9
OG0005742	Pocillopora_acuta_HIv1_PredGene_g28241.t1, Pocillopora_acuta_HIv1_PredGene_g33239.t1	Acerv_evm.model.Segkk3757_pilon.10
OG0005743	Pocillopora_acuta_HIv1_PredGene_g33246.t1	Acerv_evm.model.Segkk3757_pilon.16
OG0005744	Pocillopora_acuta_HIv1_PredGene_26773_t, Pocillopora_acuta_HIv1_PredGene_g33244.t1	Acerv_evm.model.Segkk3757_pilon.15
OG0005745	Pocillopora_acuta_HIv1_PredGene_g30194.t2, Pocillopora_acuta_HIv1_PredGene_g30194.t3, Pocillopora_acuta_HIv1_PredGene_g30194.t1	Acerv_evm.model.Segkk3765_pilon.11
OG0005746	Pocillopora_acuta_HIv1_PredGene_g13725.t1, Pocillopora_acuta_HIv1_PredGene_g13725.t2	Acerv_evm.model.Segkk3766_pilon.5
OG0005747	Pocillopora_acuta_HIv1_PredGene_12181_t, Pocillopora_acuta_HIv1_PredGene_g30110.t1	Acerv_evm.model.Segkk3767_pilon.1
OG0005748	Pocillopora_acuta_HIv1_PredGene_g30118.t1	Acerv_evm.model.Segkk3767_pilon.4
OG0005749	Pocillopora_acuta_HIv1_PredGene_g12571.t1	Acerv_evm.model.Segkk3768_pilon.2
OG0005750	Pocillopora_acuta_HIv1_PredGene_g12570.t1	Acerv_evm.model.Segkk3768_pilon.1
OG0005751	Pocillopora_acuta_HIv1_PredGene_32328_t, Pocillopora_acuta_HIv1_PredGene_g10126.t1, Pocillopora_acuta_HIv1_PredGene_g12572.t1	Acerv_evm.model.Segkk3768_pilon.3
OG0005752	Pocillopora_acuta_HIv1_PredGene_g11680.t2, Pocillopora_acuta_HIv1_PredGene_g11680.t1	Acerv_evm.model.Segkk3768_pilon.4
OG0005753	Pocillopora_acuta_HIv1_PredGene_g10705.t1, Pocillopora_acuta_HIv1_PredGene_g22797.t1, Pocillopora_acuta_HIv1_PredGene_g10705.t2	Acerv_evm.model.Segkk3771_pilon.3
OG0005754	Pocillopora_acuta_HIv1_PredGene_g8004.t1	Acerv_evm.model.Segkk3775_pilon.2
OG0005755	Pocillopora_acuta_HIv1_PredGene_18825_t, Pocillopora_acuta_HIv1_PredGene_g26590.t1	Acerv_evm.model.Segkk3776_pilon.1
OG0005756	Pocillopora_acuta_HIv1_PredGene_g26594.t1	Acerv_evm.model.Segkk3776_pilon.5
OG0005757	Pocillopora_acuta_HIv1_PredGene_g348.t1	Acerv_evm.model.Segkk3777_pilon.3, Acerv_evm.model.Segkk3777_pilon.2
OG0005758	Pocillopora_acuta_HIv1_PredGene_g16790.t1	Acerv_evm.model.Segkk3778_pilon.17
OG0005759	Pocillopora_acuta_HIv1_PredGene_g28993.t1	Acerv_evm.model.Segkk3782_pilon.10
OG0005760	Pocillopora_acuta_HIv1_PredGene_g12333.t1	Acerv_evm.model.Segkk3782_pilon.16, Acerv_evm.model.Segkk3782_pilon.17
OG0005761	Pocillopora_acuta_HIv1_PredGene_8221_t, Pocillopora_acuta_HIv1_PredGene_g28972.t1	Acerv_evm.model.Segkk3782_pilon.1
OG0005762	Pocillopora_acuta_HIv1_PredGene_g28973.t1	Acerv_evm.model.Segkk3782_pilon.2
OG0005763	Pocillopora_acuta_HIv1_PredGene_g27360.t1, Pocillopora_acuta_HIv1_PredGene_g19147.t1	Acerv_evm.model.Segkk3784_pilon.8
OG0005765	Pocillopora_acuta_HIv1_PredGene_g14670.t1, Pocillopora_acuta_HIv1_PredGene_g3331.t1	Acerv_evm.model.Segkk3801_pilon.3
OG0005766	Pocillopora_acuta_HIv1_PredGene_g7233.t1	Acerv_evm.model.Segkk3802_pilon.10, Acerv_evm.model.Segkk3802_pilon.9
OG0005767	Pocillopora_acuta_HIv1_PredGene_g409.t2, Pocillopora_acuta_HIv1_PredGene_g409.t3, Pocillopora_acuta_HIv1_PredGene_g409.t1	Acerv_evm.model.Segkk3803_pilon.2
OG0005768	Pocillopora_acuta_HIv1_PredGene_g408.t1	Acerv_evm.model.Segkk3803_pilon.4
OG0005769	Pocillopora_acuta_HIv1_PredGene_g15123.t1	Acerv_evm.model.Segkk3804_pilon.12
OG0005770	Pocillopora_acuta_HIv1_PredGene_11963_t, Pocillopora_acuta_HIv1_PredGene_g18754.t1	Acerv_evm.model.Segkk3804_pilon.18
OG0005771	Pocillopora_acuta_HIv1_PredGene_g14686.t1	Acerv_evm.model.Segkk3806_pilon.2, Acerv_evm.model.Segkk3806_pilon.3
OG0005772	Pocillopora_acuta_HIv1_PredGene_18871_t, Pocillopora_acuta_HIv1_PredGene_g14688.t1	Acerv_evm.model.Segkk3806_pilon.1
OG0005773	Pocillopora_acuta_HIv1_PredGene_g9598.t1, Pocillopora_acuta_HIv1_PredGene_g20783.t1	Acerv_evm.model.Segkk3807_pilon.13
OG0005774	Pocillopora_acuta_HIv1_PredGene_g9596.t1, Pocillopora_acuta_HIv1_PredGene_g20785.t1	Acerv_evm.model.Segkk3807_pilon.15
OG0005775	Pocillopora_acuta_HIv1_PredGene_11087_t, Pocillopora_acuta_HIv1_PredGene_g31180.t1	Acerv_evm.model.Segkk3812_pilon.3
OG0005776	Pocillopora_acuta_HIv1_PredGene_g31177.t1, Pocillopora_acuta_HIv1_PredGene_11085_t	Acerv_evm.model.Segkk3812_pilon.2
OG0005777	Pocillopora_acuta_HIv1_PredGene_g16064.t1, Pocillopora_acuta_HIv1_PredGene_17076_t	Acerv_evm.model.Segkk3818_pilon.10
OG0005778	Pocillopora_acuta_HIv1_PredGene_g32834.t1	Acerv_evm.model.Segkk3819_pilon.13
OG0005779	Pocillopora_acuta_HIv1_PredGene_g21912.t1, Pocillopora_acuta_HIv1_PredGene_g13985.t1	Acerv_evm.model.Segkk3819_pilon.8
OG0005780	Pocillopora_acuta_HIv1_PredGene_g17621.t1	Acerv_evm.model.Segkk3825_pilon.1, Acerv_evm.model.Segkk3825_pilon.2, Acerv_evm.model.Segkk4263_pilon.7
OG0005781	Pocillopora_acuta_HIv1_PredGene_g14428.t1	Acerv_evm.model.Segkk3845_pilon.20
OG0005782	Pocillopora_acuta_HIv1_PredGene_g14433.t1	Acerv_evm.model.Segkk3845_pilon.22
OG0005783	Pocillopora_acuta_HIv1_PredGene_g14716.t1	Acerv_evm.model.Segkk3845_pilon.10
OG0005784	Pocillopora_acuta_HIv1_PredGene_g11880.t1, Pocillopora_acuta_HIv1_PredGene_25002_t, Pocillopora_acuta_HIv1_PredGene_g27311.t1	Acerv_evm.model.Segkk3847_pilon.11
OG0005785	Pocillopora_acuta_HIv1_PredGene_g5531.t1	Acerv_evm.model.Segkk3848_pilon.1
OG0005786	Pocillopora_acuta_HIv1_PredGene_g3550.t1	Acerv_evm.model.Segkk3855_pilon.14, Acerv_evm.model.Segkk3855_pilon.13
OG0005787	Pocillopora_acuta_HIv1_PredGene_g28320.t1	Acerv_evm.model.Segkk3864_pilon.14, Acerv_evm.model.Segkk3878_pilon.1
OG0005788	Pocillopora_acuta_HIv1_PredGene_g11799.t1, Pocillopora_acuta_HIv1_PredGene_8782_t	Acerv_evm.model.Segkk3865_pilon.6
OG0005789	Pocillopora_acuta_HIv1_PredGene_g13363.t1, Pocillopora_acuta_HIv1_PredGene_g29907.t1, Pocillopora_acuta_HIv1_PredGene_g13356.t1	Acerv_evm.model.Segkk3868_pilon.3
OG0005790	Pocillopora_acuta_HIv1_PredGene_1932_t, Pocillopora_acuta_HIv1_PredGene_g17716.t1	Acerv_evm.model.Segkk3883_pilon.16
OG0005791	Pocillopora_acuta_HIv1_PredGene_g32000.t2, Pocillopora_acuta_HIv1_PredGene_g32000.t1	Acerv_evm.model.Segkk3895_pilon.7
OG0005792	Pocillopora_acuta_HIv1_PredGene_7602_t, Pocillopora_acuta_HIv1_PredGene_g31999.t1, Pocillopora_acuta_HIv1_PredGene_g822.t1	Acerv_evm.model.Segkk3895_pilon.8
OG0005794	Pocillopora_acuta_HIv1_PredGene_g17777.t1, Pocillopora_acuta_HIv1_PredGene_g17777.t2	Acerv_evm.model.Segkk3900_pilon.41
OG0005795	Pocillopora_acuta_HIv1_PredGene_g32886.t1	Acerv_evm.model.Segkk3900_pilon.7
OG0005796	Pocillopora_acuta_HIv1_PredGene_g32880.t1, Pocillopora_acuta_HIv1_PredGene_30196_t	Acerv_evm.model.Segkk3900_pilon.1
OG0005797	Pocillopora_acuta_HIv1_PredGene_g19911.t1, Pocillopora_acuta_HIv1_PredGene_g23756.t1, Pocillopora_acuta_HIv1_PredGene_g13598.t1	Acerv_evm.model.Segkk3904_pilon.24
OG0005798	Pocillopora_acuta_HIv1_PredGene_g23755.t1, Pocillopora_acuta_HIv1_PredGene_g13599.t1, Pocillopora_acuta_HIv1_PredGene_g19910.t1	Acerv_evm.model.Segkk3904_pilon.25
OG0005799	Pocillopora_acuta_HIv1_PredGene_g19894.t1, Pocillopora_acuta_HIv1_PredGene_g13607.t1	Acerv_evm.model.Segkk3904_pilon.26
OG0005800	Pocillopora_acuta_HIv1_PredGene_g23779.t1, Pocillopora_acuta_HIv1_PredGene_g14009.t1	Acerv_evm.model.Segkk3904_pilon.15
OG0005801	Pocillopora_acuta_HIv1_PredGene_g14012.t1, Pocillopora_acuta_HIv1_PredGene_g14012.t2, Pocillopora_acuta_HIv1_PredGene_g23781.t1	Acerv_evm.model.Segkk3904_pilon.16
OG0005802	Pocillopora_acuta_HIv1_PredGene_g8714.t1, Pocillopora_acuta_HIv1_PredGene_g23209.t1	Acerv_evm.model.Segkk3905_pilon.23
OG0005803	Pocillopora_acuta_HIv1_PredGene_g5438.t1	Acerv_evm.model.Segkk3916_pilon.2
OG0005804	Pocillopora_acuta_HIv1_PredGene_15032_t, Pocillopora_acuta_HIv1_PredGene_g16204.t1, Pocillopora_acuta_HIv1_PredGene_g9787.t1	Acerv_evm.model.Segkk3931_pilon.2
OG0005805	Pocillopora_acuta_HIv1_PredGene_g16202.t1, Pocillopora_acuta_HIv1_PredGene_g9789.t1	Acerv_evm.model.Segkk3931_pilon.6
OG0005806	Pocillopora_acuta_HIv1_PredGene_g2352.t1, Pocillopora_acuta_HIv1_PredGene_31328_t	Acerv_evm.model.Segkk3933_pilon.4
OG0005807	Pocillopora_acuta_HIv1_PredGene_27329_t, Pocillopora_acuta_HIv1_PredGene_g14243.t2, Pocillopora_acuta_HIv1_PredGene_g14243.t1	Acerv_evm.model.Segkk3937_pilon.32
OG0005808	Pocillopora_acuta_HIv1_PredGene_g72.t1	Acerv_evm.model.Segkk3939_pilon.16
OG0005809	Pocillopora_acuta_HIv1_PredGene_g2340.t1, Pocillopora_acuta_HIv1_PredGene_g2340.t2	Acerv_evm.model.Segkk3940_pilon.37
OG0005810	Pocillopora_acuta_HIv1_PredGene_g31917.t1	Acerv_evm.model.Segkk3946_pilon.2
OG0005811	Pocillopora_acuta_HIv1_PredGene_g12013.t1, Pocillopora_acuta_HIv1_PredGene_9761_t	Acerv_evm.model.Segkk3947_pilon.1
OG0005812	Pocillopora_acuta_HIv1_PredGene_g7401.t1, Pocillopora_acuta_HIv1_PredGene_g7400.t1	Acerv_evm.model.Segkk3959_pilon.4
OG0005813	Pocillopora_acuta_HIv1_PredGene_435_t, Pocillopora_acuta_HIv1_PredGene_g7443.t1	Acerv_evm.model.Segkk3959_pilon.13
OG0005814	Pocillopora_acuta_HIv1_PredGene_g18322.t1	Acerv_evm.model.Segkk3961_pilon.31
OG0005815	Pocillopora_acuta_HIv1_PredGene_g8207.t1, Pocillopora_acuta_HIv1_PredGene_926_t	Acerv_evm.model.Segkk3972_pilon.11
OG0005816	Pocillopora_acuta_HIv1_PredGene_g12132.t1	Acerv_evm.model.Segkk3973_pilon.7
OG0005817	Pocillopora_acuta_HIv1_PredGene_5130_t, Pocillopora_acuta_HIv1_PredGene_g30734.t1	Acerv_evm.model.Segkk3974_pilon.6
